date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt,ma5,ma20,ma60,macd,macd_sig,macd_hist,poc_price,target,reg_return_1d,reg_mdd_1d,class_win_1d,class_lose_1d,reg_return_3d,reg_mdd_3d,class_win_3d,class_lose_3d,reg_return_5d,reg_mdd_5d,class_win_5d,class_lose_5d,reg_return_10d,reg_mdd_10d,class_win_10d,class_lose_10d
20211207,28260,KR7028260008,삼성물산,KOSPI,115500,1500,1.32,114500,116000,114000,305608,35162612500,186887081,21585457855500,114500,116000,114000,115500,1500,1.32,305608,35163,0.29,--68655,+18379,+51454,--44694,+72877,15.12,15.12,15.12,+51454,+18379,--68655,0.29,113600.0,112593.75,112593.75,-256.57079853840696,-614.8380832521398,358.2672847137328,115250.0,1,0.008658008658008587,0.008658008658008587,0,0,0.03463203463203457,0.008658008658008587,0,0,0.03463203463203457,0.008658008658008587,0,0,0.03463203463203457,-0.008658008658008698,0,0
20211208,28260,KR7028260008,삼성물산,KOSPI,116500,1000,0.87,116500,118000,115500,356102,41634622000,186887081,21772344936500,116500,118000,115500,116500,1000,0.87,356102,41635,0.28,--108287,+63429,+48271,--7911,+34839,15.15,15.15,15.15,+48271,+63429,--108287,0.28,114900.0,112823.5294117647,112823.5294117647,49.77766640608024,-481.9149333204958,531.692599726576,113800.0,2,0.008583690987124415,0.008583690987124415,0,0,0.025751072961373467,0.008583690987124415,0,0,0.025751072961373467,0.008583690987124415,0,0,0.025751072961373467,-0.01716738197424894,0,0
20211209,28260,KR7028260008,삼성물산,KOSPI,117500,1000,0.86,117000,117500,115000,671444,78401962000,186887081,21959232017500,117000,117500,115000,117500,1000,0.86,671444,78402,0.29,+1335,+7786,--9876,--29637,+86307,15.14,15.14,15.14,--9876,+7786,+1335,0.29,115500.0,113083.33333333333,113083.33333333333,368.9990829135204,-311.7321300736926,680.731212987213,113800.0,2,0.017021276595744705,0.017021276595744705,0,0,0.017021276595744705,0.0,0,0,0.017021276595744705,-0.004255319148936176,0,0,0.017021276595744705,-0.025531914893617058,0,0
20211210,28260,KR7028260008,삼성물산,KOSPI,119500,2000,1.7,117000,119500,116000,350141,41431800500,186887081,22333006179500,117000,119500,116000,119500,2000,1.7,350141,41432,0.27,--133160,+97415,+40402,--3830,+32616,15.17,15.17,15.17,+40402,+97415,--133160,0.27,116600.0,113421.05263157895,113421.05263157895,774.4403741040878,-94.49762923813651,868.9380033422243,114850.0,2,-0.01673640167364021,-0.01673640167364021,0,0,-0.01673640167364021,-0.01673640167364021,0,0,-0.012552301255230103,-0.02092050209205021,0,0,-0.012552301255230103,-0.04184100418410042,0,1
20211213,28260,KR7028260008,삼성물산,KOSPI,117500,-2000,-1.67,119500,120500,117000,320122,37991848000,186887081,21959232017500,119500,120500,117000,-117500,-2000,-1.67,320122,37992,0.28,+31370,+8787,--44421,--42770,--39054,15.14,15.14,15.14,--44421,+8787,+31370,0.28,117300.0,113625.0,113625.0,923.7241165000742,109.14671990950563,814.5773965905685,115550.0,2,0.0,0.0,0,0,0.0,-0.004255319148936176,0,0,0.004255319148936065,-0.025531914893617058,0,0,0.004255319148936065,-0.025531914893617058,0,0
20211214,28260,KR7028260008,삼성물산,KOSPI,117500,0,0.0,116500,118500,116000,234346,27501784000,186887081,21959232017500,116500,118500,116000,117500,0,0.0,234346,27502,0.28,--13285,--8648,+17627,--29533,+33654,15.15,15.15,15.15,+17627,--8648,--13285,0.28,117700.0,113775.0,113809.52380952382,1030.1575429755612,293.3488845227168,736.8086584528444,115550.0,2,0.0,0.0,0,0,0.004255319148936065,-0.004255319148936176,0,0,0.004255319148936065,-0.025531914893617058,0,0,0.004255319148936065,-0.025531914893617058,0,0
20211215,28260,KR7028260008,삼성물산,KOSPI,117500,0,0.0,117000,118000,116000,157722,18471355000,186887081,21959232017500,117000,118000,116000,117500,0,0.0,157722,18471,0.28,--13738,--11891,+7319,+2859,+46197,15.16,15.16,15.16,+7319,--11891,--13738,0.28,117900.0,114050.0,113977.27272727272,1101.8058680720133,455.04028123257615,646.7655868394371,115550.0,2,-0.004255319148936176,-0.004255319148936176,0,0,0.004255319148936065,-0.025531914893617058,0,0,0.004255319148936065,-0.025531914893617058,0,0,0.004255319148936065,-0.025531914893617058,0,0
20211216,28260,KR7028260008,삼성물산,KOSPI,117000,-500,-0.43,119000,119000,116000,203666,23829493500,186887081,21865788477000,119000,119000,116000,-117000,-500,-0.43,203666,23829,0.28,+39907,--4289,+59666,--37548,--43659,15.19,15.19,15.19,+59666,--4289,+39907,0.28,117800.0,114350.0,114108.69565217392,1105.498363596911,585.1318977054432,520.3664658914679,115550.0,-1,0.008547008547008517,0.008547008547008517,0,0,0.008547008547008517,-0.021367521367521403,0,0,0.008547008547008517,-0.021367521367521403,0,0,0.017094017094017033,-0.021367521367521403,0,0
20211217,28260,KR7028260008,삼성물산,KOSPI,118000,1000,0.85,116000,118500,115500,293143,34350553000,186887081,22052675558000,116000,118500,115500,118000,1000,0.85,293143,34351,0.28,--64895,--31980,+28153,+41522,+136229,15.2,15.2,15.2,+28153,--31980,--64895,0.28,117500.0,114625.0,114270.83333333333,1175.5651522435073,703.2185486130561,472.3466036304512,115550.0,-1,-0.029661016949152574,-0.029661016949152574,0,0,-0.016949152542372836,-0.029661016949152574,0,0,-0.008474576271186418,-0.029661016949152574,0,0,0.008474576271186418,-0.029661016949152574,0,0
20211220,28260,KR7028260008,삼성물산,KOSPI,114500,-3500,-2.97,117000,117000,114500,190531,21975358700,186887081,21398570774500,117000,117000,114500,-114500,-3500,-2.97,190531,21975,0.28,+52487,--35023,--27624,--7697,--14670,15.19,15.19,15.19,--27624,--35023,+52487,0.28,116900.0,114550.0,114280.0,937.86175130005,750.1471891504549,187.71456214959505,115550.0,-1,0.008733624454148492,0.008733624454148492,0,0,0.017467248908296984,0.008733624454148492,0,0,0.02183406113537112,0.008733624454148492,0,0,0.0393013100436681,0.008733624454148492,0,0
20211221,28260,KR7028260008,삼성물산,KOSPI,115500,1000,0.87,115000,115500,114000,216268,24852643000,186887081,21585457855500,115000,115500,114000,115500,1000,0.87,216268,24853,0.28,--31005,+21669,--3797,+17914,+1748,15.19,15.19,15.19,--3797,+21669,--31005,0.28,116500.0,114550.0,114326.92307692308,820.7110895773949,764.259969235843,56.45112034155193,115550.0,-1,0.0043290043290042934,0.0043290043290042934,0,0,0.01298701298701288,0.0043290043290042934,0,0,0.02164502164502169,0.0043290043290042934,0,0,0.030303030303030276,0.0043290043290042934,0,0
20211222,28260,KR7028260008,삼성물산,KOSPI,116000,500,0.43,116000,117500,115500,171590,19960249500,186887081,21678901396000,116000,117500,115500,116000,500,0.43,171590,19960,0.28,--20322,+35116,--355027,--17884,--13969,15.0,15.0,15.0,--355027,+35116,--20322,0.28,116200.0,114600.0,114388.88888888889,759.459590055907,763.2998933998558,-3.84030334394879,115550.0,-1,0.004310344827586299,0.004310344827586299,0,0,0.008620689655172376,0.004310344827586299,0,0,0.01724137931034475,0.0,0,0,0.02586206896551735,0.0,0,0
20211223,28260,KR7028260008,삼성물산,KOSPI,116500,500,0.43,117000,117000,115500,208413,24234505500,186887081,21772344936500,117000,117000,115500,116500,500,0.43,208413,24235,0.29,--829,+10609,--308152,--20470,+7682,14.83,14.83,14.83,--308152,+10609,--829,0.29,116100.0,114775.0,114464.28571428571,742.7017532221944,759.1802653643235,-16.478512142129148,115550.0,0,0.0042918454935623185,0.0042918454935623185,0,0,0.012875536480686733,0.0042918454935623185,0,0,0.02145922746781115,-0.0042918454935622075,0,0,0.02145922746781115,-0.0042918454935622075,0,0
20211224,28260,KR7028260008,삼성물산,KOSPI,117000,500,0.43,117000,118000,116500,218157,25557681500,186887081,21865788477000,117000,118000,116500,117000,500,0.43,218157,25558,0.29,--42085,+47219,--15319,--2023,--758,14.82,14.82,14.82,--15319,+47219,--42085,0.29,115900.0,115075.0,114551.72413793103,760.9945961220219,759.5431315158633,1.4514646061586518,115550.0,-1,0.0,0.0,0,0,0.008547008547008517,-0.008547008547008517,0,0,0.017094017094017033,-0.008547008547008517,0,0,0.017094017094017033,-0.008547008547008517,0,0
20211227,28260,KR7028260008,삼성물산,KOSPI,117000,0,0.0,117000,117500,116500,187206,21917354000,186887081,21865788477000,117000,117500,116500,117000,0,0.0,187206,21917,0.29,--61159,+42926,+11947,+25489,+25123,14.83,14.83,14.83,+11947,+42926,--61159,0.29,116400.0,115550.0,114633.33333333333,766.6542924552487,760.9653637037404,5.688928751508229,115550.0,2,0.008547008547008517,0.008547008547008517,0,0,0.017094017094017033,-0.008547008547008517,0,0,0.017094017094017033,-0.008547008547008517,0,0,0.017094017094017033,-0.008547008547008517,0,0
20211228,28260,KR7028260008,삼성물산,KOSPI,118000,1000,0.85,117000,118000,116000,565734,66178673000,186887081,22052675558000,117000,118000,116000,118000,1000,0.85,565734,66179,0.28,--229498,+138207,+116692,+121034,+100000,14.89,14.89,14.89,+116692,+138207,--229498,0.28,116900.0,116175.0,114741.93548387097,842.123806192627,777.1970522015177,64.9267539911092,116000.0,2,-0.016949152542372836,-0.016949152542372836,0,0,0.008474576271186418,-0.016949152542372836,0,0,0.008474576271186418,-0.016949152542372836,0,0,0.008474576271186418,-0.016949152542372836,0,0
20211229,28260,KR7028260008,삼성물산,KOSPI,116000,-2000,-1.69,116500,117500,115500,418466,48737557000,186887081,21678901396000,116500,117500,115500,-116000,-2000,-1.69,418466,48738,0.28,+160730,--129066,--33714,+10229,--73726,14.87,14.87,14.87,--33714,--129066,+160730,0.28,116900.0,116475.0,114781.25,732.1113305601757,768.1799078732494,-36.06857731307366,116750.0,-1,0.02586206896551735,0.02586206896551735,0,0,0.02586206896551735,0.02586206896551735,0,0,0.02586206896551735,0.02586206896551735,0,0,0.02586206896551735,0.02586206896551735,0,0
20211230,28260,KR7028260008,삼성물산,KOSPI,119000,3000,2.59,117000,122000,117000,773155,92653648000,186887081,22239562639000,117000,122000,117000,119000,3000,2.59,773155,92654,0.28,--176463,+45757,+130498,+58886,+36111,14.94,14.94,14.94,+130498,+45757,--176463,0.28,117400.0,116700.0,114909.09090909091,876.8923102719564,789.9223883529909,86.9699219189655,117000.0,2,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0
20211116,28670,KR7028670008,팬오션,KOSPI,5700,-40,-0.7,5700,5740,5620,2402179,13645236960,534569512,3047046218400,5700,5740,5620,-5700,-40,-0.7,2402179,13645,1.89,--145973,--27662,+551364,+61043,+183858,11.44,11.44,11.44,+551364,--27662,--145973,1.89,5700.0,5700.0,5700.0,0.0,0.0,0.0,5632.0,-1,-0.03508771929824561,-0.03508771929824561,0,1,-0.029824561403508754,-0.029824561403508754,0,0,-0.024561403508771895,-0.024561403508771895,0,0,-0.09298245614035083,-0.09298245614035083,0,1
20211117,28670,KR7028670008,팬오션,KOSPI,5500,-200,-3.51,5670,5760,5450,5118507,28451305760,534569512,2940132316000,5670,5760,5450,-5500,-200,-3.51,5118507,28451,1.86,+634583,--844680,--296808,+259200,+235302,11.38,11.38,11.38,--296808,--844680,+634583,1.86,5600.0,5600.0,5600.0,-15.954415954414799,-3.19088319088296,-12.763532763531838,5667.0,0,-0.010909090909090868,-0.010909090909090868,0,0,0.0072727272727273196,0.005454545454545379,0,0,0.01090909090909098,0.0072727272727273196,0,0,-0.025454545454545507,-0.06000000000000005,0,1
20211118,28670,KR7028670008,팬오션,KOSPI,5440,-60,-1.09,5470,5600,5310,4690514,25651844620,534569512,2908058145280,5470,5600,5310,-5440,-60,-1.09,4690514,25652,1.85,--736057,--228648,+914841,+796694,+835447,11.56,11.56,11.56,+914841,--228648,--736057,1.85,5546.666666666667,5546.666666666667,5546.666666666667,-33.05882257449048,-9.164471067604463,-23.894351506886014,5535.0,-1,0.016544117647058876,0.016544117647058876,0,0,0.022058823529411686,0.016544117647058876,0,0,0.022058823529411686,0.012867647058823595,0,0,0.003676470588235281,-0.049632352941176516,0,1
20211119,28670,KR7028670008,팬오션,KOSPI,5530,90,1.65,5360,5580,5360,2518112,13913722970,534569512,2956169401360,5360,5580,5360,5530,90,1.65,2518112,13914,1.86,--485523,+101841,+427459,+401304,+330464,11.64,11.64,11.64,+427459,+101841,--485523,1.86,5542.5,5542.5,5542.5,-38.90348505375914,-15.1122738648354,-23.79121118892374,5535.0,-1,0.001808318264014508,0.001808318264014508,0,0,0.005424954792043302,0.001808318264014508,0,0,0.005424954792043302,-0.03616636528028938,0,1,0.010849909584086825,-0.06509945750452084,0,1
20211122,28670,KR7028670008,팬오션,KOSPI,5540,10,0.18,5540,5640,5500,2192122,12183780730,534569512,2961515096480,5540,5640,5500,5540,10,0.18,2192122,12184,1.84,+21009,+12533,--222604,--94488,--113013,11.59,11.59,11.59,--222604,+12533,+21009,1.84,5542.0,5542.0,5542.0,-42.24157121211647,-20.538133334291615,-21.703437877824854,5535.0,-1,0.0036101083032491488,0.0036101083032491488,0,0,0.0036101083032491488,-0.005415162454873612,0,0,0.0036101083032491488,-0.03790613718411551,0,1,0.028880866425992746,-0.06678700361010825,0,1
20211123,28670,KR7028670008,팬오션,KOSPI,5560,20,0.36,5500,5620,5500,1584445,8811132970,534569512,2972206486720,5500,5620,5500,5560,20,0.36,1584445,8811,1.81,--207980,--58865,+279051,+127010,+251171,11.65,11.65,11.65,+279051,--58865,--207980,1.81,5514.0,5545.0,5545.0,-42.78005385798588,-24.986517439030468,-17.79353641895541,5535.0,-1,-0.003597122302158251,-0.003597122302158251,0,0,-0.003597122302158251,-0.04136690647482011,0,1,-0.003597122302158251,-0.07014388489208634,0,1,0.02517985611510798,-0.07014388489208634,0,1
20211124,28670,KR7028670008,팬오션,KOSPI,5540,-20,-0.36,5530,5570,5420,2086161,11468787650,534569512,2961515096480,5530,5570,5420,-5540,-20,-0.36,2086161,11469,1.8,--18139,--12244,+25427,+126374,--7352,11.65,11.65,11.65,+25427,--12244,--18139,1.8,5522.0,5544.285714285715,5544.285714285715,-44.30986158500036,-28.851186268224446,-15.458675316775917,5535.0,-1,-0.005415162454873612,-0.005415162454873612,0,0,-0.005415162454873612,-0.03790613718411551,0,1,-0.005415162454873612,-0.06678700361010825,0,1,0.028880866425992746,-0.06678700361010825,0,1
20211125,28670,KR7028670008,팬오션,KOSPI,5510,-30,-0.54,5620,5680,5510,1852583,10346636410,534569512,2945478011120,5620,5680,5510,-5510,-30,-0.54,1852583,10347,1.77,+205929,+42204,--248257,--186075,--243685,11.6,11.6,11.6,--248257,+42204,+205929,1.77,5536.0,5540.0,5540.0,-47.39663559807377,-32.56027613419431,-14.836359463879461,5535.0,-1,-0.03266787658802173,-0.03266787658802173,0,1,-0.016333938294010864,-0.06170598911070779,0,1,-0.00907441016333943,-0.06170598911070779,0,1,0.034482758620689724,-0.06170598911070779,0,1
20211126,28670,KR7028670008,팬오션,KOSPI,5330,-180,-3.27,5520,5560,5300,3236345,17449891710,534569512,2849255498960,5520,5560,5300,-5330,-180,-3.27,3236345,17450,1.77,+163254,--567154,+351977,+266966,+419209,11.67,11.67,11.67,+351977,--567154,+163254,1.77,5496.0,5516.666666666667,5516.666666666667,-63.63389004594592,-38.77499891654463,-24.858891129401286,5530.0,0,0.016885553470919357,0.016885553470919357,0,0,0.016885553470919357,-0.030018761726078758,0,1,0.04878048780487809,-0.030018761726078758,0,1,0.06941838649155718,-0.030018761726078758,1,1
20211129,28670,KR7028670008,팬오션,KOSPI,5420,90,1.69,5080,5540,5080,5413186,29286221760,534569512,2897366755040,5080,5540,5080,5420,90,1.69,5413186,29286,1.75,--1580542,+1539596,+85698,--63506,+149502,11.69,11.69,11.69,+85698,+1539596,--1580542,1.75,5472.0,5507.0,5507.0,-68.45072598036404,-44.71014432930852,-23.74058165105552,5556.0,-1,-0.04612546125461259,-0.04612546125461259,0,1,0.007380073800737907,-0.04612546125461259,0,1,0.05166051660516602,-0.04612546125461259,1,1,0.05166051660516602,-0.04612546125461259,1,1
20211130,28670,KR7028670008,팬오션,KOSPI,5170,-250,-4.61,5500,5610,5170,4878256,25984689910,534569512,2763724377040,5500,5610,5170,-5170,-250,-4.61,4878256,25985,1.75,+570277,--247131,--227216,--159618,--246684,11.64,11.64,11.64,--227216,--247131,+570277,1.75,5394.0,5476.363636363636,5476.363636363636,-91.3875549776385,-54.045626458974525,-37.34192851866398,5556.0,-1,0.03675048355899424,0.03675048355899424,0,0,0.0812379110251451,0.03675048355899424,1,0,0.10251450676982587,0.03675048355899424,1,0,0.10251450676982587,0.03675048355899424,1,0
20211201,28670,KR7028670008,팬오션,KOSPI,5360,190,3.68,5170,5420,5100,3763283,20002765440,534569512,2865292584320,5170,5420,5100,5360,190,3.68,3763283,20003,1.68,--1255222,+511729,+742677,+319991,+812040,11.78,11.78,11.78,+742677,+511729,--1255222,1.68,5358.0,5466.666666666667,5466.666666666667,-93.15985627205555,-61.86847242159074,-31.29138385046481,5556.0,-1,0.018656716417910557,0.018656716417910557,0,0,0.06343283582089554,0.018656716417910557,1,0,0.06343283582089554,0.018656716417910557,1,0,0.06343283582089554,0.003731343283582156,1,0
20211202,28670,KR7028670008,팬오션,KOSPI,5460,100,1.87,5270,5500,5250,2896783,15676282530,534569512,2918749535520,5270,5500,5250,5460,100,1.87,2896783,15676,1.67,--264751,+185955,+6993,+23670,+113143,11.78,11.78,11.78,+6993,+185955,--264751,1.67,5348.0,5466.153846153846,5466.153846153846,-85.50955265631819,-66.59668846853623,-18.912864187781963,5556.0,-1,0.023809523809523725,0.023809523809523725,0,0,0.04395604395604402,0.023809523809523725,0,0,0.04395604395604402,0.023809523809523725,0,0,0.04395604395604402,-0.0146520146520146,0,0
20211203,28670,KR7028670008,팬오션,KOSPI,5590,130,2.38,5520,5620,5410,3128800,17278453180,534569512,2988243572080,5520,5620,5410,5590,130,2.38,3128800,17278,1.61,+63132,+225899,--263615,--289037,--313005,11.73,11.73,11.73,--263615,+225899,+63132,1.61,5400.0,5475.0,5475.0,-68.17088683024122,-66.91152814087724,-1.259358689363978,5556.0,-1,0.019677996422182487,0.019677996422182487,0,0,0.019677996422182487,0.01073345259391778,0,0,0.019677996422182487,0.007155635062611854,0,0,0.019677996422182487,-0.03756708407871201,0,1
20211206,28670,KR7028670008,팬오션,KOSPI,5700,110,1.97,5580,5730,5490,4040148,22811724350,534569512,3047046218400,5580,5730,5490,5700,110,1.97,4040148,22812,1.61,--318488,+515363,--122138,--343937,--178315,11.71,11.71,11.71,--122138,+515363,--318488,1.61,5456.0,5490.0,5490.0,-45.034657059608435,-62.53615392462348,17.501496865015042,5556.0,2,-0.0035087719298245723,-0.0035087719298245723,0,0,-0.0035087719298245723,-0.00877192982456143,0,0,-0.0017543859649122862,-0.012280701754386003,0,0,-0.0017543859649122862,-0.056140350877192935,0,1
20211207,28670,KR7028670008,팬오션,KOSPI,5680,-20,-0.35,5750,5840,5620,3151619,17975368020,534569512,3036354828160,5750,5840,5620,-5680,-20,-0.35,3151619,17975,1.65,+826974,--357809,--543010,--250688,--550413,11.61,11.61,11.61,--543010,--357809,+826974,1.65,5558.0,5501.875,5501.875,-27.990207443760482,-55.62696462845088,27.636757184690396,5460.0,2,-0.005281690140845119,-0.005281690140845119,0,0,0.0,-0.008802816901408494,0,0,0.0017605633802817433,-0.01232394366197187,0,0,0.0017605633802817433,-0.052816901408450745,0,1
20211208,28670,KR7028670008,팬오션,KOSPI,5650,-30,-0.53,5730,5770,5630,2142644,12203671380,534569512,3020317742800,5730,5770,5630,-5650,-30,-0.53,2142644,12204,1.62,--80716,+457314,--454820,--288811,--341285,11.53,11.53,11.53,--454820,+457314,--80716,1.62,5616.0,5510.588235294118,5510.588235294118,-16.710479597227277,-47.84366762220616,31.133188024978885,5460.0,2,0.005309734513274433,0.005309734513274433,0,0,0.0070796460176991705,-0.0035398230088495852,0,0,0.0070796460176991705,-0.04778761061946901,0,1,0.0070796460176991705,-0.04778761061946901,0,1
20211209,28670,KR7028670008,팬오션,KOSPI,5680,30,0.53,5680,5710,5610,1899609,10765678140,534569512,3036354828160,5680,5710,5610,5680,30,0.53,1899609,10766,1.64,--160170,+147935,+26148,--46127,+118749,11.53,11.53,11.53,+26148,+147935,--160170,1.64,5660.0,5520.0,5520.0,-5.28949077618563,-39.33283225300206,34.04334147681643,5612.0,2,-0.008802816901408494,-0.008802816901408494,0,0,0.0017605633802817433,-0.01232394366197187,0,0,0.0017605633802817433,-0.052816901408450745,0,1,0.0017605633802817433,-0.052816901408450745,0,1
20211210,28670,KR7028670008,팬오션,KOSPI,5630,-50,-0.88,5630,5720,5580,1420933,8039076180,534569512,3009626352560,5630,5720,5580,-5630,-50,-0.88,1420933,8039,1.64,+86871,--18064,--116829,+44890,--119765,11.51,11.51,11.51,--116829,--18064,+86871,1.64,5668.0,5525.789473684211,5525.789473684211,-0.26974750299268635,-31.52021530300019,31.250467800007502,5612.0,2,0.010657193605683846,0.010657193605683846,0,0,0.010657193605683846,-0.04440497335701599,0,1,0.010657193605683846,-0.04440497335701599,0,1,0.010657193605683846,-0.04440497335701599,0,1
20211213,28670,KR7028670008,팬오션,KOSPI,5690,60,1.07,5670,5830,5660,3855665,22161235970,534569512,3041700523280,5670,5830,5660,5690,60,1.07,3855665,22161,1.63,--426635,+213036,--754347,--100126,+194632,11.37,11.37,11.37,--754347,+213036,--426635,1.63,5666.0,5534.0,5534.0,8.452498622762505,-23.52567251784765,31.978171140610154,5612.0,-1,-0.01405975395430581,-0.01405975395430581,0,0,-0.01405975395430581,-0.054481546572935025,0,1,0.0,-0.054481546572935025,0,1,0.0,-0.054481546572935025,0,1
20211214,28670,KR7028670008,팬오션,KOSPI,5610,-80,-1.41,5700,5730,5570,1962998,11050752700,534569512,2998934962320,5700,5730,5570,-5610,-80,-1.41,1962998,11051,1.64,+453677,--32626,--447364,--143884,--435532,11.28,11.28,11.28,--447364,--32626,+453677,1.64,5652.0,5529.5,5537.619047619048,8.808076087410882,-17.058922796795944,25.866998884206826,5612.0,-1,-0.04099821746880572,-0.04099821746880572,0,1,0.01426024955436711,-0.04099821746880572,0,1,0.01426024955436711,-0.04099821746880572,0,1,0.01426024955436711,-0.04099821746880572,0,1
20211215,28670,KR7028670008,팬오션,KOSPI,5380,-230,-4.1,5550,5560,5370,3444760,18656488530,534569512,2875983974560,5550,5560,5370,-5380,-230,-4.1,3444760,18656,1.62,+1258514,--782362,--472143,--89211,--460624,11.2,11.2,11.2,--472143,--782362,+1258514,1.62,5598.0,5523.5,5530.454545454545,-9.361292862933624,-15.519396810023482,6.158103947089858,5460.0,-1,0.029739776951672958,0.029739776951672958,0,0,0.05762081784386619,0.027881040892193232,1,0,0.05762081784386619,0.024163568773234223,1,0,0.05762081784386619,0.0074349442379182396,1,0
20211216,28670,KR7028670008,팬오션,KOSPI,5540,160,2.97,5410,5550,5340,3062224,16668005650,534569512,2961515096480,5410,5550,5340,5540,160,2.97,3062224,16668,1.62,--718165,--2471,+754890,+483083,+720333,11.34,11.34,11.34,+754890,--2471,--718165,1.62,5570.0,5528.5,5530.869565217391,-10.726339272886435,-14.560785302596074,3.834446029709639,5460.0,-1,0.02707581227436817,0.02707581227436817,0,0,0.02707581227436817,-0.0036101083032491488,0,0,0.02707581227436817,-0.0072202166064981865,0,0,0.02707581227436817,-0.023465703971119134,0,0
20211217,28670,KR7028670008,팬오션,KOSPI,5690,150,2.71,5480,5740,5470,4915433,27916506980,534569512,3041700523280,5480,5740,5470,5690,150,2.71,4915433,27917,1.65,--861465,--29755,+931708,+446968,+1057179,11.51,11.51,11.51,+931708,--29755,--861465,1.65,5582.0,5536.5,5537.5,0.29222937199847365,-11.590182367677166,11.88241173967564,5612.0,2,-0.02811950790861162,-0.02811950790861162,0,0,-0.02811950790861162,-0.03163444639718804,0,1,-0.026362038664323406,-0.033391915641476255,0,1,-0.026362038664323406,-0.04920913884007028,0,1
20211220,28670,KR7028670008,팬오션,KOSPI,5530,-160,-2.81,5690,5690,5520,1854172,10362048410,534569512,2956169401360,5690,5690,5520,-5530,-160,-2.81,1854172,10362,1.6,+426864,--91030,--301705,--238839,--319254,11.45,11.45,11.45,--301705,--91030,+426864,1.6,5550.0,5536.0,5537.2,-3.8418519389551875,-10.04051628193277,6.198664342977583,5612.0,-1,-0.001808318264014508,-0.001808318264014508,0,0,-0.001808318264014508,-0.005424954792043413,0,0,0.001808318264014508,-0.01446654611211573,0,0,0.001808318264014508,-0.02169981916817365,0,0
20211221,28670,KR7028670008,팬오션,KOSPI,5520,-10,-0.18,5570,5610,5500,1544574,8566512320,534569512,2950823706240,5570,5610,5500,-5520,-10,-0.18,1544574,8567,1.59,+109933,--289698,+216053,+142978,+92038,11.49,11.49,11.49,+216053,--289698,+109933,1.59,5532.0,5534.0,5536.538461538462,-7.834743542249271,-9.599361733996073,1.764618191746802,5612.0,3,-0.0018115942028985588,-0.0018115942028985588,0,0,0.0036231884057971175,-0.0036231884057971175,0,0,0.0036231884057971175,-0.018115942028985477,0,0,0.0036231884057971175,-0.019927536231884035,0,0
20211222,28670,KR7028670008,팬오션,KOSPI,5510,-10,-0.18,5530,5580,5470,1712669,9440049310,534569512,2945478011120,5530,5580,5470,-5510,-10,-0.18,1712669,9440,1.59,--301171,--71062,+735069,+335440,+213409,11.63,11.63,11.63,+735069,--71062,--301171,1.59,5558.0,5532.5,5535.555555555556,-11.671513390502696,-10.013792065297398,-1.6577213252052978,5612.0,0,-0.001814882032667886,-0.001814882032667886,0,0,0.005444646098003547,-0.010889292196007205,0,0,0.005444646098003547,-0.016333938294010864,0,0,0.005444646098003547,-0.01814882032667875,0,0
20211223,28670,KR7028670008,팬오션,KOSPI,5500,-10,-0.18,5540,5610,5490,1515238,8378550590,534569512,2940132316000,5540,5610,5490,-5500,-10,-0.18,1515238,8379,1.6,--127034,--3681,+115901,+104190,+142205,11.65,11.65,11.65,+115901,--3681,--127034,1.6,5550.0,5532.0,5534.285714285715,-15.34224175149393,-11.079482002536704,-4.262759748957226,5612.0,-1,0.0072727272727273196,0.0072727272727273196,0,0,0.0072727272727273196,-0.014545454545454528,0,0,0.0072727272727273196,-0.016363636363636358,0,0,0.0072727272727273196,-0.016363636363636358,0,0
20211224,28670,KR7028670008,팬오션,KOSPI,5540,40,0.73,5510,5560,5500,1207566,6680620930,534569512,2961515096480,5510,5560,5500,5540,40,0.73,1207566,6681,1.59,--299197,+77162,--41846,+175622,+230811,11.65,11.65,11.65,--41846,+77162,--299197,1.59,5520.0,5542.5,5534.482758620689,-14.852444977324012,-11.834074597494165,-3.0183703798298467,5612.0,-1,-0.016245487364620947,-0.016245487364620947,0,0,0.0,-0.02166064981949456,0,0,0.0,-0.023465703971119134,0,0,0.0,-0.023465703971119134,0,0
20211227,28670,KR7028670008,팬오션,KOSPI,5450,-90,-1.62,5530,5540,5410,1497087,8165200210,534569512,2913403840400,5530,5540,5410,-5450,-90,-1.62,1497087,8165,1.61,+51578,--4317,--515132,+51484,--49207,11.55,11.55,11.55,--515132,--4317,+51578,1.61,5504.0,5544.0,5531.666666666667,-21.478929613204855,-13.763045600636303,-7.7158840125685515,5618.0,0,-0.0055045871559632475,-0.0055045871559632475,0,0,0.016513761467889854,-0.007339449541284404,0,0,0.016513761467889854,-0.007339449541284404,0,0,0.016513761467889854,-0.007339449541284404,0,0
