date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20211116,000080,KR7000080002,하이트진로,KOSPI,34200,-150,-.44,34050,34350,33900,157553,5374232100,70133611,2398569496200,-34050,34350,-33900,-34200,-150,-0.44,157553,5374,1.53,--29791,--26492,+56192,+63446,+39228,4.64,4.64,4.64,+56192,--26492,--29791,1.53
20211117,000080,KR7000080002,하이트진로,KOSPI,33500,-700,-2.05,34100,34100,33300,250336,8389683250,70133611,2349475968500,-34100,-34100,-33300,-33500,-700,-2.05,250336,8390,1.52,+27782,--26365,--22694,+33049,+6812,4.6,4.6,4.6,--22694,--26365,+27782,1.52
20211118,000080,KR7000080002,하이트진로,KOSPI,32850,-650,-1.94,33150,33400,32800,221704,7318654950,70133611,2303889121350,-33150,-33400,-32800,-32850,-650,-1.94,221704,7319,1.52,+41274,--49668,--14038,+35968,+7566,4.58,4.58,4.58,--14038,--49668,+41274,1.52
20211119,000080,KR7000080002,하이트진로,KOSPI,33550,700,2.13,32900,34000,32900,242559,8152268100,70133611,2352982649050,32900,34000,32900,33550,700,2.13,242559,8152,1.51,--46563,+13342,+33437,+23646,+9524,4.63,4.63,4.63,+33437,+13342,--46563,1.51
20211122,000080,KR7000080002,하이트진로,KOSPI,33250,-300,-.89,33300,33700,32950,222703,7381258650,70133611,2331942565750,-33300,33700,-32950,-33250,-300,-0.89,222703,7381,1.52,+50871,--39491,--22791,--2836,--22652,4.6,4.6,4.6,--22791,--39491,+50871,1.52
20211123,000080,KR7000080002,하이트진로,KOSPI,32750,-500,-1.5,33000,33200,32750,191473,6288623600,70133611,2296875760250,-33000,-33200,-32750,-32750,-500,-1.5,191473,6289,1.5,+68446,--68230,--20655,+16192,--10172,4.57,4.57,4.57,--20655,--68230,+68446,1.5
20211124,000080,KR7000080002,하이트진로,KOSPI,32700,-50,-.15,32800,32800,32250,268380,8698411650,70133611,2293369079700,32800,32800,-32250,-32700,-50,-0.15,268380,8698,1.51,--4587,--36119,+34262,+31715,+29815,4.62,4.62,4.62,+34262,--36119,--4587,1.51
20211125,000080,KR7000080002,하이트진로,KOSPI,31850,-850,-2.6,32500,32600,31750,329744,10543513750,70133611,2233755510350,-32500,-32600,-31750,-31850,-850,-2.6,329744,10544,1.52,+161987,--69829,--95952,--100678,--12401,4.48,4.48,4.48,--95952,--69829,+161987,1.52
20211126,000080,KR7000080002,하이트진로,KOSPI,30950,-900,-2.83,31650,31900,30900,410733,12814292500,70133611,2170635260450,-31650,31900,-30900,-30950,-900,-2.83,410733,12814,1.47,+94874,--149963,+45152,+2163,+58941,4.54,4.54,4.54,+45152,--149963,+94874,1.47
20211129,000080,KR7000080002,하이트진로,KOSPI,30300,-650,-2.1,29700,30600,29600,367294,11126739700,70133611,2125048413300,-29700,-30600,-29600,-30300,-650,-2.1,367294,11127,1.5,--31385,--31011,+52103,+40894,+75161,4.62,4.62,4.62,+52103,--31011,--31385,1.5
20211130,000080,KR7000080002,하이트진로,KOSPI,29000,-1300,-4.29,30500,30600,28850,428352,12682660650,70133611,2033874719000,30500,30600,-28850,-29000,-1300,-4.29,428352,12683,1.5,+108971,--45749,--76586,--48359,--65980,4.51,4.51,4.51,--76586,--45749,+108971,1.5
20211201,000080,KR7000080002,하이트진로,KOSPI,29400,400,1.38,28850,29400,28750,279911,8144750500,70133611,2061928163400,-28850,29400,-28750,29400,400,1.38,279911,8145,1.45,+15663,--56718,+29019,+33586,+46272,4.55,4.55,4.55,+29019,--56718,+15663,1.45
20211202,000080,KR7000080002,하이트진로,KOSPI,29550,150,.51,28900,29650,28800,256216,7526947000,70133611,2072448205050,-28900,29650,-28800,29550,150,0.51,256216,7527,1.39,+40224,--93011,+17250,+16523,+41854,4.58,4.58,4.58,+17250,--93011,+40224,1.39
20211203,000080,KR7000080002,하이트진로,KOSPI,30600,1050,3.55,29650,30900,29600,300291,9146723700,70133611,2146088496600,29650,30900,29600,30600,1050,3.55,300291,9147,1.38,--15152,+15542,--69462,--4451,--29737,4.48,4.48,4.48,--69462,+15542,--15152,1.38
20211206,000080,KR7000080002,하이트진로,KOSPI,30600,0,0,30400,30700,30000,119121,3622419050,70133611,2146088496600,-30400,30700,-30000,30600,0,0.0,119121,3622,1.39,+14558,--17101,+12795,--2802,--2515,4.5,4.5,4.5,+12795,--17101,+14558,1.39
20211207,000080,KR7000080002,하이트진로,KOSPI,31200,600,1.96,30800,31200,30550,154998,4794930150,70133611,2188168663200,30800,31200,-30550,31200,600,1.96,154998,4795,1.39,--4525,--6345,+10812,+2369,+8704,4.51,4.51,4.51,+10812,--6345,--4525,1.39
20211208,000080,KR7000080002,하이트진로,KOSPI,30600,-600,-1.92,31350,31400,30500,230101,7113994600,70133611,2146088496600,31350,31400,-30500,-30600,-600,-1.92,230101,7114,1.39,+68909,--37389,--49001,--12104,--28946,4.44,4.44,4.44,--49001,--37389,+68909,1.39
20211209,000080,KR7000080002,하이트진로,KOSPI,31000,400,1.31,30600,31000,30450,193717,5985088900,70133611,2174141941000,30600,31000,-30450,31000,400,1.31,193717,5985,1.39,--25952,+23142,+2786,+11093,+16835,4.44,4.44,4.44,+2786,+23142,--25952,1.39
20211210,000080,KR7000080002,하이트진로,KOSPI,30600,-400,-1.29,30800,30900,30550,143284,4391213950,70133611,2146088496600,-30800,-30900,-30550,-30600,-400,-1.29,143284,4391,1.37,+46675,--63640,+16868,+15066,--21042,4.47,4.47,4.47,+16868,--63640,+46675,1.37
20211213,000080,KR7000080002,하이트진로,KOSPI,30650,50,.16,30550,30950,30500,114173,3504561150,70133611,2149595177150,-30550,30950,-30500,30650,50,0.16,114173,3505,1.35,+10640,--5015,--17297,--5358,--11459,4.44,4.44,4.44,--17297,--5015,+10640,1.35
20211214,000080,KR7000080002,하이트진로,KOSPI,30400,-250,-.82,30500,30600,30250,145080,4407972050,70133611,2132061774400,-30500,-30600,-30250,-30400,-250,-0.82,145080,4408,1.34,+51362,--34423,+1204,--22544,--8752,4.45,4.45,4.45,+1204,--34423,+51362,1.34
20211215,000080,KR7000080002,하이트진로,KOSPI,30300,-100,-.33,30200,30350,29900,240886,7244724600,70133611,2125048413300,-30200,-30350,-29900,-30300,-100,-0.33,240886,7245,1.35,+53980,--103802,+67750,+41005,+38638,4.54,4.54,4.54,+67750,--103802,+53980,1.35
20211216,000080,KR7000080002,하이트진로,KOSPI,30100,-200,-.66,30250,30300,29850,176139,5285978300,70133611,2111021691100,-30250,30300,-29850,-30100,-200,-0.66,176139,5286,1.36,+47481,--59935,+26476,+8244,+7404,4.58,4.58,4.58,+26476,--59935,+47481,1.36
20211217,000080,KR7000080002,하이트진로,KOSPI,29850,-250,-.83,29800,30100,29800,242569,7253963200,70133611,2093488288350,-29800,30100,-29800,-29850,-250,-0.83,242569,7254,1.35,+89178,--67826,--48771,--26506,--17863,4.51,4.51,4.51,--48771,--67826,+89178,1.35
20211220,000080,KR7000080002,하이트진로,KOSPI,29750,-100,-.34,29750,29950,29600,130227,3874702850,70133611,2086474927250,-29750,29950,-29600,-29750,-100,-0.34,130227,3875,1.36,+24756,--36568,--5183,--5764,+10898,4.5,4.5,4.5,--5183,--36568,+24756,1.36
20211221,000080,KR7000080002,하이트진로,KOSPI,29800,50,.17,29500,29900,29500,143629,4261906650,70133611,2089981607800,-29500,29900,-29500,29800,50,0.17,143629,4262,1.36,+23362,--22685,--6786,--238,+1662,4.49,4.49,4.49,--6786,--22685,+23362,1.36
20211222,000080,KR7000080002,하이트진로,KOSPI,30300,500,1.68,29800,30350,29800,139164,4203144100,70133611,2125048413300,29800,30350,29800,30300,500,1.68,139164,4203,1.37,--45480,+33793,--70070,--3008,+16832,4.39,4.39,4.39,--70070,+33793,--45480,1.37
20211223,000080,KR7000080002,하이트진로,KOSPI,30200,-100,-.33,30450,30550,30100,126306,3815580100,70133611,2118035052200,30450,30550,-30100,-30200,-100,-0.33,126306,3816,1.37,+42201,--30528,+282,--26715,--17216,4.39,4.39,4.39,+282,--30528,+42201,1.37
20211224,000080,KR7000080002,하이트진로,KOSPI,30450,250,.83,30200,30600,30200,138776,4223003650,70133611,2135568454950,30200,30600,30200,30450,250,0.83,138776,4223,1.35,--3017,--1228,--22700,+5202,+5481,4.36,4.36,4.36,--22700,--1228,--3017,1.35
20211227,000080,KR7000080002,하이트진로,KOSPI,30550,100,.33,30450,30600,30300,115798,3529439950,70133611,2142581816050,30450,30600,-30300,30550,100,0.33,115798,3529,1.34,+9109,--5102,--17287,--3115,--3017,4.34,4.34,4.34,--17287,--5102,+9109,1.34
20211228,000080,KR7000080002,하이트진로,KOSPI,30850,300,.98,30700,30900,30400,200037,6128008450,70133611,2163621899350,30700,30900,-30400,30850,300,0.98,200037,6128,1.34,+2834,+9855,--205195,--9756,--11739,4.04,4.04,4.04,--205195,+9855,+2834,1.34
20211229,000080,KR7000080002,하이트진로,KOSPI,30500,-350,-1.13,30400,30700,30300,155521,4743384900,70133611,2139075135500,-30400,-30700,-30300,-30500,-350,-1.13,155521,4743,1.35,+42917,--67105,+24264,+18466,+19920,4.08,4.08,4.08,+24264,--67105,+42917,1.35
20211230,000080,KR7000080002,하이트진로,KOSPI,30150,-350,-1.15,30300,30500,30050,127745,3857427900,70133611,2114528371650,-30300,30500,-30050,-30150,-350,-1.15,127745,3857,1.31,+78253,--50599,--11074,--14961,--28379,4.06,4.06,4.06,--11074,--50599,+78253,1.31
20211116,000100,KR7000100008,유한양행,KOSPI,59900,-300,-.5,59700,60400,59100,146918,8808636600,69972959,4191380244100,-59700,60400,-59100,-59900,-300,-0.5,146918,8809,0.64,--5968,+33969,--29778,+3259,--18712,17.85,17.85,17.85,--29778,+33969,--5968,0.64
20211117,000100,KR7000100008,유한양행,KOSPI,59100,-800,-1.34,59900,60300,59100,144670,8581553300,69972959,4135401876900,59900,60300,-59100,-59100,-800,-1.34,144670,8582,0.64,+64975,--43715,--23049,+1418,--30754,17.82,17.82,17.82,--23049,--43715,+64975,0.64
20211118,000100,KR7000100008,유한양행,KOSPI,58800,-300,-.51,59100,59600,58800,144160,8524184000,69972959,4114409989200,59100,59600,-58800,-58800,-300,-0.51,144160,8524,0.64,+40198,--2494,--41040,--28931,--37558,17.76,17.76,17.76,--41040,--2494,+40198,0.64
20211119,000100,KR7000100008,유한양행,KOSPI,59800,1000,1.7,58800,60100,58800,115877,6915624700,69972959,4184382948200,58800,60100,58800,59800,1000,1.7,115877,6916,0.63,--23990,+13020,+11634,+15516,+9184,17.77,17.77,17.77,+11634,+13020,--23990,0.63
20211122,000100,KR7000100008,유한양행,KOSPI,60200,400,.67,59300,60700,59300,135640,8183295600,69972959,4212372131800,-59300,60700,-59300,60200,400,0.67,135640,8183,0.63,--14087,+28427,--9977,--14058,--17670,17.76,17.76,17.76,--9977,+28427,--14087,0.63
20211123,000100,KR7000100008,유한양행,KOSPI,59600,-600,-1,59700,60200,59500,131164,7837568200,69972959,4170388356400,-59700,60200,-59500,-59600,-600,-1.0,131164,7838,0.63,+50392,--34840,--15083,+1042,--25431,17.74,17.74,17.74,--15083,--34840,+50392,0.63
20211124,000100,KR7000100008,유한양행,KOSPI,59700,100,.17,59300,60400,59200,113404,6787682800,69972959,4177385652300,-59300,60400,-59200,59700,100,0.17,113404,6788,0.63,--2198,--1234,+3226,--10464,+4617,17.74,17.74,17.74,+3226,--1234,--2198,0.63
20211125,000100,KR7000100008,유한양행,KOSPI,59300,-400,-.67,59400,59900,59300,101972,6060813500,69972959,4149396468700,-59400,59900,-59300,-59300,-400,-0.67,101972,6061,0.63,+27656,--27882,+940,+1374,--486,17.74,17.74,17.74,+940,--27882,+27656,0.63
20211126,000100,KR7000100008,유한양행,KOSPI,59300,0,0,59100,60200,59100,118506,7061267000,69972959,4149396468700,-59100,60200,-59100,59300,0,0.0,118506,7061,0.63,+5688,+2552,--9090,--3890,+1936,17.73,17.73,17.73,--9090,+2552,+5688,0.63
20211129,000100,KR7000100008,유한양행,KOSPI,58900,-400,-.67,59200,60400,58700,174155,10312443100,69972959,4121407285100,-59200,60400,-58700,-58900,-400,-0.67,174155,10312,0.64,+13525,+26792,--40172,--19865,--38578,17.67,17.67,17.67,--40172,+26792,+13525,0.64
20211130,000100,KR7000100008,유한양행,KOSPI,57800,-1100,-1.87,59000,59400,57600,336631,19540690600,69972959,4044437030200,59000,59400,-57600,-57800,-1100,-1.87,336631,19541,0.63,+66912,--33050,--40710,--37472,--33296,17.62,17.62,17.62,--40710,--33050,+66912,0.63
20211201,000100,KR7000100008,유한양행,KOSPI,57700,-100,-.17,58200,58500,57100,199636,11530996000,69972959,4037439734300,58200,58500,-57100,-57700,-100,-0.17,199636,11531,0.62,+42165,--29554,--14640,--28216,--49011,17.6,17.6,17.6,--14640,--29554,+42165,0.62
20211202,000100,KR7000100008,유한양행,KOSPI,60100,2400,4.16,57500,60200,57300,226461,13375188500,69972959,4205374835900,-57500,60200,-57300,60100,2400,4.16,226461,13375,0.61,--61358,+32524,+23885,+15038,+37467,17.63,17.63,17.63,+23885,+32524,--61358,0.61
20211203,000100,KR7000100008,유한양행,KOSPI,60300,200,.33,59400,60700,59200,172590,10377787900,69972959,4219369427700,-59400,60700,-59200,60300,200,0.33,172590,10378,0.62,--27732,+37547,+19599,--12248,--2777,17.66,17.66,17.66,+19599,+37547,--27732,0.62
20211206,000100,KR7000100008,유한양행,KOSPI,60100,-200,-.33,60500,60700,59300,145149,8711787900,69972959,4205374835900,60500,60700,-59300,-60100,-200,-0.33,145149,8712,0.61,+35812,--39281,+5083,+1423,+8216,17.66,17.66,17.66,+5083,--39281,+35812,0.61
20211207,000100,KR7000100008,유한양행,KOSPI,62000,1900,3.16,61200,62200,60300,312336,19149154900,69972959,4338323458000,61200,62200,60300,62000,1900,3.16,312336,19149,0.62,--59759,+36994,+29059,+14079,+32503,17.71,17.71,17.71,+29059,+36994,--59759,0.62
20211208,000100,KR7000100008,유한양행,KOSPI,62300,300,.48,62000,62800,61900,210666,13131845000,69972959,4359315345700,62000,62800,-61900,62300,300,0.48,210666,13132,0.63,--84116,+83945,--22993,--16315,+12148,17.67,17.67,17.67,--22993,+83945,--84116,0.63
20211209,000100,KR7000100008,유한양행,KOSPI,63900,1600,2.57,62300,63900,61700,406648,25759586300,69972959,4471272080100,62300,63900,-61700,63900,1600,2.57,406648,25760,0.64,--138847,+167990,--23962,--16976,--17487,17.64,17.64,17.64,--23962,+167990,--138847,0.64
20211210,000100,KR7000100008,유한양행,KOSPI,63400,-500,-.78,63700,63900,63000,115332,7313396700,69972959,4436285600600,-63700,63900,-63000,-63400,-500,-0.78,115332,7313,0.62,+907,+4362,--5623,+2385,--6412,17.63,17.63,17.63,--5623,+4362,+907,0.62
20211213,000100,KR7000100008,유한양행,KOSPI,63300,-100,-.16,63300,64200,63000,170887,10875557900,69972959,4429288304700,-63300,64200,-63000,-63300,-100,-0.16,170887,10876,0.59,--16336,+53827,--38448,--32197,--40787,17.58,17.58,17.58,--38448,+53827,--16336,0.59
20211214,000100,KR7000100008,유한양행,KOSPI,64000,700,1.11,63000,64200,63000,162714,10384888100,69972959,4478269376000,-63000,64200,-63000,64000,700,1.11,162714,10385,0.59,--27865,+49161,--16373,--19938,--8291,17.55,17.55,17.55,--16373,+49161,--27865,0.59
20211215,000100,KR7000100008,유한양행,KOSPI,64100,100,.16,63800,64300,63300,125975,8056799100,69972959,4485266671900,-63800,64300,-63300,64100,100,0.16,125975,8057,0.61,--20983,+40522,--21395,--4618,--17493,17.52,17.52,17.52,--21395,+40522,--20983,0.61
20211216,000100,KR7000100008,유한양행,KOSPI,64700,600,.94,64300,64900,64100,178970,11564231700,69972959,4527250447300,64300,64900,64100,64700,600,0.94,178970,11564,0.62,--62250,+60027,+7191,+2828,+12012,17.53,17.53,17.53,+7191,+60027,--62250,0.62
20211217,000100,KR7000100008,유한양행,KOSPI,65600,900,1.39,64600,65600,64300,287452,18700926100,69972959,4590226110400,-64600,65600,-64300,65600,900,1.39,287452,18701,0.63,--130502,+79877,+60804,+61432,+57468,17.62,17.62,17.62,+60804,+79877,--130502,0.63
20211220,000100,KR7000100008,유한양행,KOSPI,65100,-500,-.76,65500,65900,64800,170653,11145957900,69972959,4555239630900,-65500,65900,-64800,-65100,-500,-0.76,170653,11146,0.61,--31668,+59911,--30176,--17114,--14429,17.58,17.58,17.58,--30176,+59911,--31668,0.61
20211221,000100,KR7000100008,유한양행,KOSPI,64300,-800,-1.23,65300,65700,64200,180770,11688375700,69972959,4499261263700,65300,65700,-64200,-64300,-800,-1.23,180770,11688,0.59,--39614,+36954,--3270,+12978,--19522,17.57,17.57,17.57,--3270,+36954,--39614,0.59
20211222,000100,KR7000100008,유한양행,KOSPI,64500,200,.31,64300,65300,64000,154705,9966313200,69972959,4513255855500,64300,65300,-64000,64500,200,0.31,154705,9966,0.59,--44835,+29770,+24133,+16359,+8524,17.61,17.61,17.61,+24133,+29770,--44835,0.59
20211223,000100,KR7000100008,유한양행,KOSPI,64400,-100,-.16,64600,65100,63000,152038,9797759700,69972959,4506258559600,64600,65100,-63000,-64400,-100,-0.16,152038,9798,0.59,--48883,+43047,+4267,+5523,+3079,17.61,17.61,17.61,+4267,+43047,--48883,0.59
20211224,000100,KR7000100008,유한양행,KOSPI,64600,200,.31,64300,64900,64300,118195,7634644900,69972959,4520253151400,-64300,64900,-64300,64600,200,0.31,118195,7635,0.6,--68519,+60936,--12818,+2353,+6231,17.59,17.59,17.59,--12818,+60936,--68519,0.6
20211227,000100,KR7000100008,유한양행,KOSPI,67300,2700,4.18,64600,67500,64500,553112,36818708400,69972959,4709180140700,64600,67500,-64500,67300,2700,4.18,553112,36819,0.6,--268123,+182503,--61979,+8308,+95244,17.5,17.5,17.5,--61979,+182503,--268123,0.6
20211228,000100,KR7000100008,유한양행,KOSPI,67500,200,.3,67200,68000,66800,411686,27765506400,69972959,4723174732500,-67200,68000,-66800,67500,200,0.3,411686,27766,0.59,--109822,+133033,--153063,+9033,+11281,17.29,17.29,17.29,--153063,+133033,--109822,0.59
20211229,000100,KR7000100008,유한양행,KOSPI,63000,-1600,-2.48,64600,64600,62800,367793,23372629000,69972959,4408296417000,64600,64600,-62800,-63000,-1600,-2.48,367793,23373,0.6,+129652,--54280,--90462,--56085,--82359,17.16,17.16,17.16,--90462,--54280,+129652,0.6
20211230,000100,KR7000100008,유한양행,KOSPI,62100,-900,-1.43,62800,63000,61800,242986,15136686800,69972959,4345320753900,-62800,63000,-61800,-62100,-900,-1.43,242986,15137,0.58,+26109,--37088,+11677,+26339,+11110,17.17,17.17,17.17,+11677,--37088,+26109,0.58
20211116,000120,KR7000120006,CJ대한통운,KOSPI,140500,500,.36,139000,142000,137000,21419,3006321500,22812344,3205134332000,-139000,142000,-137000,140500,500,0.36,21419,3006,0.2,--1618,+1445,+1911,--591,--702,22.41,22.41,22.41,+1911,+1445,--1618,0.2
20211117,000120,KR7000120006,CJ대한통운,KOSPI,137500,-3000,-2.14,139000,139500,137500,18157,2509709500,22812344,3136697300000,-139000,-139500,-137500,-137500,-3000,-2.14,18157,2510,0.2,+9108,--7744,--1207,--2712,--2653,22.4,22.4,22.4,--1207,--7744,+9108,0.2
20211118,000120,KR7000120006,CJ대한통운,KOSPI,136000,-1500,-1.09,137500,140000,136000,27606,3791940000,22812344,3102478784000,137500,140000,-136000,-136000,-1500,-1.09,27606,3792,0.2,+10115,--5268,--6449,--2241,--4255,22.37,22.37,22.37,--6449,--5268,+10115,0.2
20211119,000120,KR7000120006,CJ대한통운,KOSPI,136500,500,.37,136000,138500,135500,16378,2238715000,22812344,3113884956000,136000,138500,-135500,136500,500,0.37,16378,2239,0.2,+1465,--1876,--2697,+148,--746,22.36,22.36,22.36,--2697,--1876,+1465,0.2
20211122,000120,KR7000120006,CJ대한통운,KOSPI,137500,1000,.73,136000,138000,135500,21104,2893137500,22812344,3136697300000,-136000,138000,-135500,137500,1000,0.73,21104,2893,0.21,+4358,--846,--3135,--4436,--5131,22.35,22.35,22.35,--3135,--846,+4358,0.21
20211123,000120,KR7000120006,CJ대한통운,KOSPI,135000,-2500,-1.82,136000,137000,134500,29028,3939848000,22812344,3079666440000,-136000,-137000,-134500,-135000,-2500,-1.82,29028,3940,0.22,+16227,--9705,--2249,--7741,--7111,22.34,22.34,22.34,--2249,--9705,+16227,0.22
20211124,000120,KR7000120006,CJ대한통운,KOSPI,135000,0,0,135000,136000,133500,28007,3773869000,22812344,3079666440000,135000,136000,-133500,135000,0,0.0,28007,3774,0.21,+10475,--4650,--5850,--5154,--3188,22.31,22.31,22.31,--5850,--4650,+10475,0.21
20211125,000120,KR7000120006,CJ대한통운,KOSPI,131000,-4000,-2.96,133500,134500,131000,37820,4989323000,22812344,2988417064000,-133500,-134500,-131000,-131000,-4000,-2.96,37820,4989,0.22,+15130,--7395,--8347,--7436,--842,22.28,22.28,22.28,--8347,--7395,+15130,0.22
20211126,000120,KR7000120006,CJ대한통운,KOSPI,129500,-1500,-1.15,131000,131500,129500,36146,4699553500,22812344,2954198548000,131000,131500,-129500,-129500,-1500,-1.15,36146,4700,0.22,+10232,--14044,+3296,+4041,--3105,22.29,22.29,22.29,+3296,--14044,+10232,0.22
20211129,000120,KR7000120006,CJ대한통운,KOSPI,129000,-500,-.39,129000,133000,129000,46563,6063353500,22812344,2942792376000,-129000,133000,-129000,-129000,-500,-0.39,46563,6063,0.22,+4199,--1564,--3295,--1309,--9577,22.28,22.28,22.28,--3295,--1564,+4199,0.22
20211130,000120,KR7000120006,CJ대한통운,KOSPI,124000,-5000,-3.88,129000,130500,124000,72044,9057316500,22812344,2828730656000,129000,130500,-124000,-124000,-5000,-3.88,72044,9057,0.22,+13469,--14084,+840,--9151,--284,22.28,22.28,22.28,+840,--14084,+13469,0.22
20211201,000120,KR7000120006,CJ대한통운,KOSPI,125000,1000,.81,124000,126000,123000,60420,7537105000,22812344,2851543000000,124000,126000,-123000,125000,1000,0.81,60420,7537,0.22,+11122,--5395,--13733,--17299,--13144,22.22,22.22,22.22,--13733,--5395,+11122,0.22
20211202,000120,KR7000120006,CJ대한통운,KOSPI,129000,4000,3.2,123500,130500,123000,52668,6733033500,22812344,2942792376000,-123500,130500,-123000,129000,4000,3.2,52668,6733,0.22,+948,+1118,--3017,+689,--2607,22.21,22.21,22.21,--3017,+1118,+948,0.22
20211203,000120,KR7000120006,CJ대한통운,KOSPI,131000,2000,1.55,128500,132000,127500,33274,4337908500,22812344,2988417064000,-128500,132000,-127500,131000,2000,1.55,33274,4338,0.22,+2728,+893,--3652,--5451,+3943,22.19,22.19,22.19,--3652,+893,+2728,0.22
20211206,000120,KR7000120006,CJ대한통운,KOSPI,130000,-1000,-.76,131500,131500,128000,34541,4485568500,22812344,2965604720000,131500,131500,-128000,-130000,-1000,-0.76,34541,4486,0.22,+7386,--3034,--5034,+360,--5347,22.17,22.17,22.17,--5034,--3034,+7386,0.22
20211207,000120,KR7000120006,CJ대한통운,KOSPI,131500,1500,1.15,129500,132500,129000,30366,3971455000,22812344,2999823236000,-129500,132500,-129000,131500,1500,1.15,30366,3971,0.22,+3656,--285,--3716,+2262,--4729,22.15,22.15,22.15,--3716,--285,+3656,0.22
20211208,000120,KR7000120006,CJ대한통운,KOSPI,133500,2000,1.52,133000,135000,131500,47265,6320515000,22812344,3045447924000,133000,135000,131500,133500,2000,1.52,47265,6321,0.22,--12194,+21497,--8736,--8331,--3927,22.11,22.11,22.11,--8736,+21497,--12194,0.22
20211209,000120,KR7000120006,CJ대한통운,KOSPI,134500,1000,.75,135000,136000,133000,41935,5637505500,22812344,3068260268000,135000,136000,-133000,134500,1000,0.75,41935,5638,0.22,+5059,+10600,--16214,--10139,--6009,22.04,22.04,22.04,--16214,+10600,+5059,0.22
20211210,000120,KR7000120006,CJ대한통운,KOSPI,135000,500,.37,134500,136000,133000,24775,3332893000,22812344,3079666440000,134500,136000,-133000,135000,500,0.37,24775,3333,0.2,+1388,+2982,--30282,--4288,+1248,21.91,21.91,21.91,--30282,+2982,+1388,0.2
20211213,000120,KR7000120006,CJ대한통운,KOSPI,134000,-1000,-.74,135000,136000,133000,35184,4738112000,22812344,3056854096000,135000,136000,-133000,-134000,-1000,-0.74,35184,4738,0.2,+4585,+7450,--12461,--2051,--1726,21.85,21.85,21.85,--12461,+7450,+4585,0.2
20211214,000120,KR7000120006,CJ대한통운,KOSPI,131500,-2500,-1.87,133000,135000,131500,25931,3437857500,22812344,2999823236000,-133000,135000,-131500,-131500,-2500,-1.87,25931,3438,0.2,+6378,--5137,--7947,+1707,+95,21.82,21.82,21.82,--7947,--5137,+6378,0.2
20211215,000120,KR7000120006,CJ대한통운,KOSPI,131500,0,0,131500,133500,131000,16396,2160769000,22812344,2999823236000,131500,133500,-131000,131500,0,0.0,16396,2161,0.2,+6323,--3132,--4735,+2562,--4197,21.8,21.8,21.8,--4735,--3132,+6323,0.2
20211216,000120,KR7000120006,CJ대한통운,KOSPI,132000,500,.38,132000,133000,130500,17275,2274432000,22812344,3011229408000,132000,133000,-130500,132000,500,0.38,17275,2274,0.2,+7126,--225,--7294,--1315,--4996,21.77,21.77,21.77,--7294,--225,+7126,0.2
20211217,000120,KR7000120006,CJ대한통운,KOSPI,133500,1500,1.14,132000,134000,131000,31490,4186038500,22812344,3045447924000,132000,134000,-131000,133500,1500,1.14,31490,4186,0.22,--1326,+2975,+7595,+187,+3985,21.8,21.8,21.8,+7595,+2975,--1326,0.22
20211220,000120,KR7000120006,CJ대한통운,KOSPI,130000,-3500,-2.62,133500,133500,130000,25528,3356185500,22812344,2965604720000,133500,133500,-130000,-130000,-3500,-2.62,25528,3356,0.22,+5204,--3512,--5682,+1719,--1697,21.78,21.78,21.78,--5682,--3512,+5204,0.22
20211221,000120,KR7000120006,CJ대한통운,KOSPI,129500,-500,-.38,130500,132000,129500,23377,3054060000,22812344,2954198548000,130500,132000,-129500,-129500,-500,-0.38,23377,3054,0.21,+718,+5602,--12108,--2674,--5884,21.72,21.72,21.72,--12108,+5602,+718,0.21
20211222,000120,KR7000120006,CJ대한통운,KOSPI,130000,500,.39,129500,131000,129000,16556,2149699000,22812344,2965604720000,129500,131000,-129000,130000,500,0.39,16556,2150,0.22,+7651,--2526,+10711,--2345,--5632,21.77,21.77,21.77,+10711,--2526,+7651,0.22
20211223,000120,KR7000120006,CJ대한통운,KOSPI,130500,500,.38,131000,131500,130000,18977,2477648500,22812344,2977010892000,131000,131500,130000,130500,500,0.38,18977,2478,0.21,+167,+1961,--3433,+1957,+3054,21.75,21.75,21.75,--3433,+1961,+167,0.21
20211224,000120,KR7000120006,CJ대한통운,KOSPI,129500,-1000,-.77,130500,131500,129000,29213,3786472500,22812344,2954198548000,130500,131500,-129000,-129500,-1000,-0.77,29213,3786,0.21,+2970,--3484,--1277,+1304,+3140,21.75,21.75,21.75,--1277,--3484,+2970,0.21
20211227,000120,KR7000120006,CJ대한통운,KOSPI,129000,-500,-.39,130000,131000,128500,29982,3872974000,22812344,2942792376000,130000,131000,-128500,-129000,-500,-0.39,29982,3873,0.21,+6162,--12150,+3989,+2280,+6183,21.77,21.77,21.77,+3989,--12150,+6162,0.21
20211228,000120,KR7000120006,CJ대한통운,KOSPI,125000,-4000,-3.1,129000,129500,123500,190152,23755813000,22812344,2851543000000,129000,129500,-123500,-125000,-4000,-3.1,190152,23756,0.21,+103145,--4623,--115394,--110737,+31339,21.26,21.26,21.26,--115394,--4623,+103145,0.21
