date,stk_cd,isinCd,itmsNm,mrktCtg,close,vs,fltRt,mkp,hipr,lopr,volume,amount,lstgStCnt,mrktTotAmt,open_pric,high_pric,low_pric,close_pric,pred_rt,flu_rt,trde_qty,amt_mn,crd_rt,ind,orgn,for_qty,frgn,prm,for_rt,for_poss,for_wght,for_netprps,orgn_netprps,ind_netprps,crd_remn_rt
20211222,047810,KR7047810007,한국항공우주,KOSPI,30750,150,.49,30500,31050,30450,334105,10267367750,97475107,2997359540250,-30500,31050,-30450,30750,150,0.49,334105,10267,0.99,--21232,--5628,+38356,+30175,+16969,11.88,11.88,11.88,+38356,--5628,--21232,0.99
20211223,047810,KR7047810007,한국항공우주,KOSPI,31900,1150,3.74,31000,32050,30750,850558,26798825250,97475107,3109455913300,31000,32050,30750,31900,1150,3.74,850558,26799,1.02,--438254,+202458,+241457,+117096,+242018,12.13,12.13,12.13,+241457,+202458,--438254,1.02
20211224,047810,KR7047810007,한국항공우주,KOSPI,31750,-150,-.47,31950,32300,31700,376613,12026786900,97475107,3094834647250,31950,32300,-31700,-31750,-150,-0.47,376613,12027,1.02,--45889,+52023,--8618,+30816,--4783,12.12,12.12,12.12,--8618,+52023,--45889,1.02
20211227,047810,KR7047810007,한국항공우주,KOSPI,31750,0,0,31950,32400,31500,463285,14832090350,97475107,3094834647250,31950,32400,-31500,31750,0,0.0,463285,14832,1.0,--126496,+47033,+71756,+75487,+75328,12.19,12.19,12.19,+71756,+47033,--126496,1.0
20211228,047810,KR7047810007,한국항공우주,KOSPI,31850,100,.31,31850,32150,31650,464202,14786547000,97475107,3104582157950,31850,32150,-31650,31850,100,0.31,464202,14787,0.96,--186105,+121643,+46727,+49731,+61167,12.24,12.24,12.24,+46727,+121643,--186105,0.96
20211229,047810,KR7047810007,한국항공우주,KOSPI,32450,600,1.88,32150,32750,31850,683225,22194899650,97475107,3163067222150,32150,32750,31850,32450,600,1.88,683225,22195,0.91,--236237,+25781,+160896,+151251,+192039,12.41,12.41,12.41,+160896,+25781,--236237,0.91
20211230,047810,KR7047810007,한국항공우주,KOSPI,32450,0,0,32250,32700,31850,564879,18316254200,97475107,3163067222150,-32250,32700,-31850,32450,0,0.0,564879,18316,0.89,--64006,+58640,--77722,+41503,+2596,12.33,12.33,12.33,--77722,+58640,--64006,0.89
20211116,051600,KR7051600005,한전KPS,KOSPI,44700,-50,-.11,44200,45150,43500,369110,16369271400,45000000,2011500000000,-44200,45150,-43500,-44700,-50,-0.11,369110,16369,1.01,--5972,+59761,--51449,--30123,--52102,6.95,6.95,6.95,--51449,+59761,--5972,1.01
20211117,051600,KR7051600005,한전KPS,KOSPI,45250,550,1.23,45100,46200,44750,757194,34423153650,45000000,2036250000000,45100,46200,44750,45250,550,1.23,757194,34423,1.0,+26361,+60024,--84072,--31483,--81590,6.76,6.76,6.76,--84072,+60024,+26361,1.0
20211118,051600,KR7051600005,한전KPS,KOSPI,44100,-1150,-2.54,45500,45500,43800,329430,14595877800,45000000,1984500000000,45500,45500,-43800,-44100,-1150,-2.54,329430,14596,1.03,+108678,--611,--96481,--77971,--104876,6.55,6.55,6.55,--96481,--611,+108678,1.03
20211119,051600,KR7051600005,한전KPS,KOSPI,41300,-2800,-6.35,43400,43800,40600,985392,41030719550,45000000,1858500000000,-43400,-43800,-40600,-41300,-2800,-6.35,985392,41031,1.07,+142600,--115990,+21018,--19253,+4097,6.59,6.59,6.59,+21018,--115990,+142600,1.07
20211122,051600,KR7051600005,한전KPS,KOSPI,41400,100,.24,41350,42000,40700,317099,13096928550,45000000,1863000000000,41350,42000,-40700,41400,100,0.24,317099,13097,1.1,--12564,+43517,--33063,--18720,--31826,6.52,6.52,6.52,--33063,+43517,--12564,1.1
20211123,051600,KR7051600005,한전KPS,KOSPI,41650,250,.6,42250,42700,41000,275465,11508948950,45000000,1874250000000,42250,42700,-41000,41650,250,0.6,275465,11509,1.04,--18362,+13813,--2842,+7596,+2781,6.51,6.51,6.51,--2842,+13813,--18362,1.04
20211124,051600,KR7051600005,한전KPS,KOSPI,41700,50,.12,42050,42100,41050,149318,6217407700,45000000,1876500000000,42050,42100,-41050,41700,50,0.12,149318,6217,1.04,--15752,+12594,--2396,--8207,+10925,6.51,6.51,6.51,--2396,+12594,--15752,1.04
20211125,051600,KR7051600005,한전KPS,KOSPI,41750,50,.12,41700,42300,41600,133111,5579608950,45000000,1878750000000,41700,42300,-41600,41750,50,0.12,133111,5580,1.0,--27736,+38223,--13699,--15483,--1815,6.48,6.48,6.48,--13699,+38223,--27736,1.0
20211126,051600,KR7051600005,한전KPS,KOSPI,41400,-350,-.84,41600,42300,41250,212737,8891637450,45000000,1863000000000,-41600,42300,-41250,-41400,-350,-0.84,212737,8892,0.98,--31863,+31756,--14480,--14902,--2845,6.44,6.44,6.44,--14480,+31756,--31863,0.98
20211129,051600,KR7051600005,한전KPS,KOSPI,39600,-1800,-4.35,39750,40800,39550,378043,15125504400,45000000,1782000000000,-39750,-40800,-39550,-39600,-1800,-4.35,378043,15126,0.98,+4085,--234,+3770,+9438,--15326,6.45,6.45,6.45,+3770,--234,+4085,0.98
20211130,051600,KR7051600005,한전KPS,KOSPI,38700,-900,-2.27,40100,40150,38400,396508,15423485400,45000000,1741500000000,40100,40150,-38400,-38700,-900,-2.27,396508,15423,0.95,--19180,--69631,+95744,+8345,+92148,6.67,6.67,6.67,+95744,--69631,--19180,0.95
20211201,051600,KR7051600005,한전KPS,KOSPI,39250,550,1.42,38400,39800,38250,229671,8976269150,45000000,1766250000000,-38400,39800,-38250,39250,550,1.42,229671,8976,0.93,+14615,+5384,--20248,+6688,--667,6.62,6.62,6.62,--20248,+5384,+14615,0.93
20211202,051600,KR7051600005,한전KPS,KOSPI,39000,-250,-.64,38700,39100,38300,201655,7804259400,45000000,1755000000000,-38700,-39100,-38300,-39000,-250,-0.64,201655,7804,0.86,+16897,--47902,+10170,+19033,+19370,6.64,6.64,6.64,+10170,--47902,+16897,0.86
20211203,051600,KR7051600005,한전KPS,KOSPI,39950,950,2.44,39700,40150,38900,151213,5994815250,45000000,1797750000000,39700,40150,-38900,39950,950,2.44,151213,5995,0.88,--15851,--253,+8712,+11361,+19205,6.66,6.66,6.66,+8712,--253,--15851,0.88
20211206,051600,KR7051600005,한전KPS,KOSPI,40050,100,.25,39950,40650,39550,149568,5994238000,45000000,1802250000000,39950,40650,-39550,40050,100,0.25,149568,5994,0.9,+23955,+15673,--39764,--3616,--37081,6.57,6.57,6.57,--39764,+15673,+23955,0.9
20211207,051600,KR7051600005,한전KPS,KOSPI,40200,150,.37,40550,40550,39900,85440,3433148050,45000000,1809000000000,40550,40550,-39900,40200,150,0.37,85440,3433,0.91,+7636,--11155,--64049,+7502,+5594,6.43,6.43,6.43,--64049,--11155,+7636,0.91
20211208,051600,KR7051600005,한전KPS,KOSPI,40500,300,.75,40400,41000,40250,136353,5529089300,45000000,1822500000000,40400,41000,40250,40500,300,0.75,136353,5529,0.95,--3995,--431,--10418,+1371,--4636,6.41,6.41,6.41,--10418,--431,--3995,0.95
20211209,051600,KR7051600005,한전KPS,KOSPI,40050,-450,-1.11,40350,40800,40050,171059,6881983150,45000000,1802250000000,-40350,40800,-40050,-40050,-450,-1.11,171059,6882,0.94,+35269,--69098,+33195,+26153,+25307,6.48,6.48,6.48,+33195,--69098,+35269,0.94
20211210,051600,KR7051600005,한전KPS,KOSPI,39950,-100,-.25,40050,40450,39750,118425,4732773950,45000000,1797750000000,40050,40450,-39750,-39950,-100,-0.25,118425,4733,0.92,+6575,--27918,+22254,+20061,--261,6.53,6.53,6.53,+22254,--27918,+6575,0.92
20211213,051600,KR7051600005,한전KPS,KOSPI,39650,-300,-.75,40000,40200,39500,127983,5093233750,45000000,1784250000000,40000,40200,-39500,-39650,-300,-0.75,127983,5093,0.94,+37318,--26080,--8055,--8352,--22215,6.51,6.51,6.51,--8055,--26080,+37318,0.94
20211214,051600,KR7051600005,한전KPS,KOSPI,39700,50,.13,39500,40000,39150,151560,5979956000,45000000,1786500000000,-39500,40000,-39150,39700,50,0.13,151560,5980,0.91,--13415,--11287,+27227,+21769,+29889,6.57,6.57,6.57,+27227,--11287,--13415,0.91
20211215,051600,KR7051600005,한전KPS,KOSPI,39500,-200,-.5,39700,39700,39250,108377,4281078200,45000000,1777500000000,39700,39700,-39250,-39500,-200,-0.5,108377,4281,0.9,+12743,--11964,--5784,--1639,--12404,6.56,6.56,6.56,--5784,--11964,+12743,0.9
20211216,051600,KR7051600005,한전KPS,KOSPI,39500,0,0,39550,39750,39150,116330,4580243600,45000000,1777500000000,39550,39750,-39150,39500,0,0.0,116330,4580,0.9,+26010,--699,--25318,--4791,--26499,6.51,6.51,6.51,--25318,--699,+26010,0.9
20211217,051600,KR7051600005,한전KPS,KOSPI,39950,450,1.14,39200,40200,39200,104610,4173434850,45000000,1797750000000,-39200,40200,-39200,39950,450,1.14,104610,4173,0.9,--19274,+20489,--18547,--201,--1439,6.46,6.46,6.46,--18547,+20489,--19274,0.9
20211220,051600,KR7051600005,한전KPS,KOSPI,40200,250,.63,40000,40550,39600,208048,8345540000,45000000,1809000000000,40000,40550,-39600,40200,250,0.63,208048,8346,0.91,+191,--6926,--22409,--12576,+23020,6.41,6.41,6.41,--22409,--6926,+191,0.91
20211221,051600,KR7051600005,한전KPS,KOSPI,39700,-500,-1.24,40600,40600,39650,118004,4706051150,45000000,1786500000000,40600,40600,-39650,-39700,-500,-1.24,118004,4706,0.9,+36809,+11039,--53185,--34280,--46797,6.3,6.3,6.3,--53185,+11039,+36809,0.9
20211222,051600,KR7051600005,한전KPS,KOSPI,39600,-100,-.25,39800,39950,39250,111804,4419659200,45000000,1782000000000,39800,39950,-39250,-39600,-100,-0.25,111804,4420,0.9,+28800,--14504,+21962,--4886,--15905,6.34,6.34,6.34,+21962,--14504,+28800,0.9
20211223,051600,KR7051600005,한전KPS,KOSPI,38000,-1600,-4.04,39600,39650,37700,438729,16821556400,45000000,1710000000000,39600,39650,-37700,-38000,-1600,-4.04,438729,16822,0.9,+173591,--154433,+20667,--16231,--52639,6.39,6.39,6.39,+20667,--154433,+173591,0.9
20211224,051600,KR7051600005,한전KPS,KOSPI,38250,250,.66,38000,38350,37950,168069,6399660700,45000000,1721250000000,38000,38350,-37950,38250,250,0.66,168069,6400,0.89,+42689,--64879,+8499,+21993,+1208,6.41,6.41,6.41,+8499,--64879,+42689,0.89
20211227,051600,KR7051600005,한전KPS,KOSPI,38150,-100,-.26,38400,38650,37950,238232,9089177850,45000000,1716750000000,38400,38650,-37950,-38150,-100,-0.26,238232,9089,0.9,+8819,--58488,+40910,+24839,+46537,6.5,6.5,6.5,+40910,--58488,+8819,0.9
20211228,051600,KR7051600005,한전KPS,KOSPI,39100,950,2.49,38050,39300,38050,372603,14512593000,45000000,1759500000000,-38050,39300,-38050,39100,950,2.49,372603,14513,0.88,--48479,+27312,--110961,+4379,+2658,6.25,6.25,6.25,--110961,+27312,--48479,0.88
20211229,051600,KR7051600005,한전KPS,KOSPI,38600,-500,-1.28,38500,38850,38000,232308,8927753750,45000000,1737000000000,-38500,-38850,-38000,-38600,-500,-1.28,232308,8928,0.81,+6042,--42042,+36658,+14864,+39686,6.34,6.34,6.34,+36658,--42042,+6042,0.81
20211230,051600,KR7051600005,한전KPS,KOSPI,38550,-50,-.13,38450,38750,38200,98295,3785025050,45000000,1734750000000,-38450,38750,-38200,-38550,-50,-0.13,98295,3785,0.78,+20521,--20206,--40261,+2655,+2238,6.25,6.25,6.25,--40261,--20206,+20521,0.78
20211116,051900,KR7051900009,LG생활건강,KOSPI,1219000,14000,1.16,1206000,1228000,1202000,23177,28216314000,15618197,19038582143000,1206000,1228000,-1202000,1219000,14000,1.16,23177,28216,0.17,--3887,--436,+5892,+4001,+1902,44.33,44.33,44.33,+5892,--436,--3887,0.17
20211117,051900,KR7051900009,LG생활건강,KOSPI,1198000,-21000,-1.72,1229000,1229000,1196000,30887,37152583000,15618197,18710600006000,1229000,1229000,-1196000,-1198000,-21000,-1.72,30887,37153,0.17,+9532,--10672,+473,+644,--4171,44.33,44.33,44.33,+473,--10672,+9532,0.17
20211118,051900,KR7051900009,LG생활건강,KOSPI,1181000,-17000,-1.42,1188000,1195000,1181000,32511,38560093000,15618197,18445090657000,-1188000,-1195000,-1181000,-1181000,-17000,-1.42,32511,38560,0.17,+9004,--3507,--4196,--4445,--9667,44.3,44.3,44.3,--4196,--3507,+9004,0.17
20211119,051900,KR7051900009,LG생활건강,KOSPI,1172000,-9000,-.76,1182000,1188000,1168000,42741,50174685000,15618197,18304526884000,1182000,1188000,-1168000,-1172000,-9000,-0.76,42741,50175,0.17,+12309,--4124,--9358,+3486,--8972,44.24,44.24,44.24,--9358,--4124,+12309,0.17
20211122,051900,KR7051900009,LG생활건강,KOSPI,1170000,-2000,-.17,1168000,1178000,1159000,49202,57317805000,15618197,18273290490000,-1168000,1178000,-1159000,-1170000,-2000,-0.17,49202,57318,0.19,+12816,+415,--11963,--5516,--8023,44.17,44.17,44.17,--11963,+415,+12816,0.19
20211123,051900,KR7051900009,LG생활건강,KOSPI,1166000,-4000,-.34,1160000,1176000,1160000,36147,42106670000,15618197,18210817702000,-1160000,1176000,-1160000,-1166000,-4000,-0.34,36147,42107,0.19,+5037,--4793,--1058,+6950,+1965,44.16,44.16,44.16,--1058,--4793,+5037,0.19
20211124,051900,KR7051900009,LG생활건강,KOSPI,1163000,-3000,-.26,1160000,1172000,1158000,40030,46533218095,15618197,18163963111000,-1160000,1172000,-1158000,-1163000,-3000,-0.26,40030,46533,0.19,+6190,--8800,+5597,+1346,--7118,44.2,44.2,44.2,+5597,--8800,+6190,0.19
20211125,051900,KR7051900009,LG생활건강,KOSPI,1169000,6000,.52,1165000,1181000,1158000,33380,39009964600,15618197,18257672293000,1165000,1181000,-1158000,1169000,6000,0.52,33380,39010,0.19,--431,+699,--846,+9262,--8931,44.19,44.19,44.19,--846,+699,--431,0.19
20211126,051900,KR7051900009,LG생활건강,KOSPI,1142000,-27000,-2.31,1161000,1163000,1137000,44910,51662670000,15618197,17835980974000,-1161000,-1163000,-1137000,-1142000,-27000,-2.31,44910,51663,0.19,+20860,--9185,--11612,--8209,--17499,44.12,44.12,44.12,--11612,--9185,+20860,0.19
20211129,051900,KR7051900009,LG생활건강,KOSPI,1113000,-29000,-2.54,1115000,1135000,1113000,47416,53110091000,15618197,17383053261000,-1115000,-1135000,-1113000,-1113000,-29000,-2.54,47416,53110,0.19,+469,+2149,--2675,+6293,--5921,44.1,44.1,44.1,--2675,+2149,+469,0.19
20211130,051900,KR7051900009,LG생활건강,KOSPI,1054000,-59000,-5.3,1111000,1119000,1054000,98918,106169708000,15618197,16461579638000,-1111000,1119000,-1054000,-1054000,-59000,-5.3,98918,106170,0.19,+24715,--11470,--12157,--14048,--3312,44.02,44.02,44.02,--12157,--11470,+24715,0.19
20211201,051900,KR7051900009,LG생활건강,KOSPI,1098000,44000,4.17,1059000,1106000,1058000,96932,105785506000,15618197,17148780306000,1059000,1106000,1058000,1098000,44000,4.17,96932,105786,0.19,--8558,+18889,--297,+17934,--9277,44.02,44.02,44.02,--297,+18889,--8558,0.19
20211202,051900,KR7051900009,LG생활건강,KOSPI,1162000,64000,5.83,1099000,1167000,1099000,97130,111709900000,15618197,18148344914000,1099000,1167000,1099000,1162000,64000,5.83,97130,111710,0.2,--18811,+4049,+11190,+7129,--100,44.09,44.09,44.09,+11190,+4049,--18811,0.2
20211203,051900,KR7051900009,LG생활건강,KOSPI,1167000,5000,.43,1171000,1179000,1151000,62080,72346226500,15618197,18226435899000,1171000,1179000,-1151000,1167000,5000,0.43,62080,72346,0.19,--732,+3754,--2999,+16080,--1435,44.07,44.07,44.07,--2999,+3754,--732,0.19
20211206,051900,KR7051900009,LG생활건강,KOSPI,1177000,10000,.86,1174000,1195000,1160000,61860,73012362500,15618197,18382617869000,1174000,1195000,-1160000,1177000,10000,0.86,61860,73012,0.18,--5793,+9457,--2877,+546,+3357,44.05,44.05,44.05,--2877,+9457,--5793,0.18
20211207,051900,KR7051900009,LG생활건강,KOSPI,1183000,6000,.51,1192000,1195000,1169000,43564,51431075304,15618197,18476327051000,1192000,1195000,-1169000,1183000,6000,0.51,43564,51431,0.18,--2171,+482,+1606,--1865,--5131,44.06,44.06,44.06,+1606,+482,--2171,0.18
20211208,051900,KR7051900009,LG생활건강,KOSPI,1162000,-21000,-1.78,1177000,1181000,1154000,47623,55572797000,15618197,18148344914000,-1177000,-1181000,-1154000,-1162000,-21000,-1.78,47623,55573,0.18,+4407,+11982,--17110,--7520,--10741,43.95,43.95,43.95,--17110,+11982,+4407,0.18
20211209,051900,KR7051900009,LG생활건강,KOSPI,1172000,10000,.86,1162000,1185000,1162000,73883,86720663550,15618197,18304526884000,1162000,1185000,1162000,1172000,10000,0.86,73883,86721,0.18,--2484,+14831,--15437,--3366,--14732,43.86,43.86,43.86,--15437,+14831,--2484,0.18
20211210,051900,KR7051900009,LG생활건강,KOSPI,1165000,-7000,-.6,1172000,1176000,1161000,26639,31094469500,15618197,18195199505000,1172000,1176000,-1161000,-1165000,-7000,-0.6,26639,31094,0.18,+761,+921,--1734,--2608,+19,43.84,43.84,43.84,--1734,+921,+761,0.18
20211213,051900,KR7051900009,LG생활건강,KOSPI,1153000,-12000,-1.03,1170000,1174000,1150000,30165,34979072000,15618197,18007781141000,1170000,1174000,-1150000,-1153000,-12000,-1.03,30165,34979,0.17,+6008,+4965,--10836,--7828,--8175,43.78,43.78,43.78,--10836,+4965,+6008,0.17
20211214,051900,KR7051900009,LG생활건강,KOSPI,1153000,0,0,1154000,1163000,1144000,31414,36258681000,15618197,18007781141000,1154000,1163000,-1144000,1153000,0,0.0,31414,36259,0.17,--432,+4262,--14298,--761,+871,43.68,43.68,43.68,--14298,+4262,--432,0.17
20211215,051900,KR7051900009,LG생활건강,KOSPI,1160000,7000,.61,1153000,1166000,1153000,28869,33513712500,15618197,18117108520000,1153000,1166000,1153000,1160000,7000,0.61,28869,33514,0.17,--1725,+5111,--6203,+781,--4263,43.64,43.64,43.64,--6203,+5111,--1725,0.17
20211216,051900,KR7051900009,LG생활건강,KOSPI,1135000,-25000,-2.16,1160000,1165000,1130000,49572,56532623260,15618197,17726653595000,1160000,1165000,-1130000,-1135000,-25000,-2.16,49572,56533,0.17,+16023,--1127,--12541,--13982,--10462,43.56,43.56,43.56,--12541,--1127,+16023,0.17
20211217,051900,KR7051900009,LG생활건강,KOSPI,1142000,7000,.62,1139000,1143000,1128000,34623,39390841960,15618197,17835980974000,1139000,1143000,-1128000,1142000,7000,0.62,34623,39391,0.17,--134,+3009,--11902,--8021,+2521,43.49,43.49,43.49,--11902,+3009,--134,0.17
20211220,051900,KR7051900009,LG생활건강,KOSPI,1120000,-22000,-1.93,1125000,1135000,1114000,31222,35079354000,15618197,17492380640000,-1125000,-1135000,-1114000,-1120000,-22000,-1.93,31222,35079,0.18,+4671,+694,--5333,+1087,+4598,43.45,43.45,43.45,--5333,+694,+4671,0.18
20211221,051900,KR7051900009,LG생활건강,KOSPI,1116000,-4000,-.36,1132000,1136000,1115000,33664,37747458000,15618197,17429907852000,1132000,1136000,-1115000,-1116000,-4000,-0.36,33664,37747,0.17,+1853,+5435,--11428,--4290,--2865,43.38,43.38,43.38,--11428,+5435,+1853,0.17
20211222,051900,KR7051900009,LG생활건강,KOSPI,1114000,-2000,-.18,1117000,1128000,1102000,39415,43864779000,15618197,17398671458000,1117000,1128000,-1102000,-1114000,-2000,-0.18,39415,43865,0.18,+3654,+968,--5709,+4371,--1762,43.34,43.34,43.34,--5709,+968,+3654,0.18
20211223,051900,KR7051900009,LG생활건강,KOSPI,1118000,4000,.36,1120000,1121000,1110000,18683,20837747000,15618197,17461144246000,1120000,1121000,-1110000,1118000,4000,0.36,18683,20838,0.18,+2405,+5336,--3584,--5989,--4638,43.32,43.32,43.32,--3584,+5336,+2405,0.18
20211224,051900,KR7051900009,LG생활건강,KOSPI,1122000,4000,.36,1127000,1137000,1120000,20809,23458169000,15618197,17523617034000,1127000,1137000,1120000,1122000,4000,0.36,20809,23458,0.18,--1254,+6196,--6191,--5438,--126,43.28,43.28,43.28,--6191,+6196,--1254,0.18
20211227,051900,KR7051900009,LG생활건강,KOSPI,1132000,10000,.89,1114000,1135000,1113000,18556,20850928000,15618197,17679799004000,-1114000,1135000,-1113000,1132000,10000,0.89,18556,20851,0.18,--1239,+4164,--4102,--433,--1917,43.25,43.25,43.25,--4102,+4164,--1239,0.18
20211228,051900,KR7051900009,LG생활건강,KOSPI,1132000,0,0,1126000,1135000,1122000,23844,26970610000,15618197,17679799004000,-1126000,1135000,-1122000,1132000,0,0.0,23844,26971,0.18,+58,+11524,--18150,--8609,--8130,43.14,43.14,43.14,--18150,+11524,+58,0.18
20211229,051900,KR7051900009,LG생활건강,KOSPI,1111000,-21000,-1.86,1121000,1128000,1110000,30125,33579906500,15618197,17351816867000,-1121000,-1128000,-1110000,-1111000,-21000,-1.86,30125,33580,0.18,+11260,--8558,--3460,--5466,+469,43.12,43.12,43.12,--3460,--8558,+11260,0.18
20211230,051900,KR7051900009,LG생활건강,KOSPI,1097000,-14000,-1.26,1107000,1107000,1094000,38343,42118207000,15618197,17133162109000,-1107000,-1107000,-1094000,-1097000,-14000,-1.26,38343,42118,0.17,+12600,--6775,--9655,--3677,--10203,43.05,43.05,43.05,--9655,--6775,+12600,0.17
20211116,051910,KR7051910008,LG화학,KOSPI,777000,12000,1.57,773000,785000,765000,188716,146698935117,70592343,54850250511000,773000,785000,765000,777000,12000,1.57,188716,146699,0.18,--38743,--13288,+52482,+38645,+6385,47.44,47.44,47.44,+52482,--13288,--38743,0.18
20211117,051910,KR7051910008,LG화학,KOSPI,769000,-8000,-1.03,785000,787000,765000,131941,102186650000,70592343,54285511767000,785000,787000,-765000,-769000,-8000,-1.03,131941,102187,0.18,+9235,--21083,+3045,+22784,+1461,47.44,47.44,47.44,+3045,--21083,+9235,0.18
20211118,051910,KR7051910008,LG화학,KOSPI,776000,7000,.91,773000,780000,760000,148071,114331122000,70592343,54779658168000,773000,780000,-760000,776000,7000,0.91,148071,114331,0.18,+7660,+1251,--11908,--1430,--1075,47.42,47.42,47.42,--11908,+1251,+7660,0.18
20211119,051910,KR7051910008,LG화학,KOSPI,758000,-18000,-2.32,770000,779000,755000,232115,176393843612,70592343,53508995994000,-770000,779000,-755000,-758000,-18000,-2.32,232115,176394,0.18,+55888,--4259,--76555,--49020,--56895,47.31,47.31,47.31,--76555,--4259,+55888,0.18
20211122,051910,KR7051910008,LG화학,KOSPI,765000,7000,.92,758000,765000,751000,200500,152392786000,70592343,54003142395000,758000,765000,-751000,765000,7000,0.92,200500,152393,0.18,--10653,+28601,--18922,--40544,--26039,47.29,47.29,47.29,--18922,+28601,--10653,0.18
20211123,051910,KR7051910008,LG화학,KOSPI,740000,-25000,-3.27,765000,768000,739000,222133,165399286000,70592343,52238333820000,765000,768000,-739000,-740000,-25000,-3.27,222133,165399,0.2,+77000,--40546,--43209,--44256,--53113,47.23,47.23,47.23,--43209,--40546,+77000,0.2
20211124,051910,KR7051910008,LG화학,KOSPI,747000,7000,.95,747000,757000,740000,206853,154384328500,70592343,52732480221000,747000,757000,740000,747000,7000,0.95,206853,154384,0.19,--8317,--16277,+27422,+6126,--37283,47.26,47.26,47.26,+27422,--16277,--8317,0.19
20211125,051910,KR7051910008,LG화학,KOSPI,739000,-8000,-1.07,741000,748000,737000,112764,83512290000,70592343,52167741477000,-741000,748000,-737000,-739000,-8000,-1.07,112764,83512,0.21,+6280,--15007,+259,+4004,--25130,47.27,47.27,47.27,+259,--15007,+6280,0.21
20211126,051910,KR7051910008,LG화학,KOSPI,721000,-18000,-2.44,734000,740000,720000,201250,146123759000,70592343,50897079303000,-734000,740000,-720000,-721000,-18000,-2.44,201250,146124,0.21,+60332,--43913,--21927,--44167,--35527,47.23,47.23,47.23,--21927,--43913,+60332,0.21
20211129,051910,KR7051910008,LG화학,KOSPI,712000,-9000,-1.25,715000,723000,710000,171460,122491570000,70592343,50261748216000,-715000,723000,-710000,-712000,-9000,-1.25,171460,122492,0.21,+5030,+28369,--24609,--32590,--30351,47.2,47.2,47.2,--24609,+28369,+5030,0.21
20211130,051910,KR7051910008,LG화학,KOSPI,694000,-18000,-2.53,709000,716000,694000,395074,276368651000,70592343,48991086042000,-709000,716000,-694000,-694000,-18000,-2.53,395074,276369,0.21,+64319,--20760,--46773,--18362,--69896,47.13,47.13,47.13,--46773,--20760,+64319,0.21
20211201,051910,KR7051910008,LG화학,KOSPI,718000,24000,3.46,702000,722000,696000,251126,178341459000,70592343,50685302274000,702000,722000,696000,718000,24000,3.46,251126,178341,0.21,--27746,+17069,+18334,+31820,+4024,47.16,47.16,47.16,+18334,+17069,--27746,0.21
20211202,051910,KR7051910008,LG화학,KOSPI,727000,9000,1.25,734000,734000,711000,268812,193198236000,70592343,51320633361000,734000,734000,-711000,727000,9000,1.25,268812,193198,0.22,--3441,+8892,--21511,+13159,--27945,47.13,47.13,47.13,--21511,+8892,--3441,0.22
20211203,051910,KR7051910008,LG화학,KOSPI,717000,-10000,-1.38,727000,727000,711000,229502,164584226000,70592343,50614709931000,727000,727000,-711000,-717000,-10000,-1.38,229502,164584,0.21,+24470,--23198,--3144,--24339,+13926,47.12,47.12,47.12,--3144,--23198,+24470,0.21
20211206,051910,KR7051910008,LG화학,KOSPI,717000,0,0,722000,722000,706000,140266,100184642000,70592343,50614709931000,722000,722000,-706000,717000,0,0.0,140266,100185,0.21,+8418,--20682,+24711,+1699,+19055,47.16,47.16,47.16,+24711,--20682,+8418,0.21
20211207,051910,KR7051910008,LG화학,KOSPI,711000,-6000,-.84,720000,726000,708000,173785,123962412250,70592343,50191155873000,720000,726000,-708000,-711000,-6000,-0.84,173785,123962,0.22,+40073,--46959,+7906,--5382,+16649,47.17,47.17,47.17,+7906,--46959,+40073,0.22
20211208,051910,KR7051910008,LG화학,KOSPI,751000,40000,5.63,719000,754000,718000,463760,343964760000,70592343,53014849593000,719000,754000,718000,751000,40000,5.63,463760,343965,0.22,--144376,+38739,+90716,+121998,+87987,47.3,47.3,47.3,+90716,+38739,--144376,0.22
20211209,051910,KR7051910008,LG화학,KOSPI,747000,-4000,-.53,759000,764000,745000,371186,279214874280,70592343,52732480221000,759000,764000,-745000,-747000,-4000,-0.53,371186,279215,0.22,--11775,+7650,+48220,+51380,+70554,47.37,47.37,47.37,+48220,+7650,--11775,0.22
20211210,051910,KR7051910008,LG화학,KOSPI,740000,-7000,-.94,737000,746000,729000,267924,197157126798,70592343,52238333820000,-737000,-746000,-729000,-740000,-7000,-0.94,267924,197157,0.2,+11580,+64330,--75653,--60270,+11964,47.26,47.26,47.26,--75653,+64330,+11580,0.2
20211213,051910,KR7051910008,LG화학,KOSPI,738000,-2000,-.27,740000,745000,731000,217195,160015919000,70592343,52097149134000,740000,745000,-731000,-738000,-2000,-0.27,217195,160016,0.19,+9541,--2917,--7935,--2079,--23837,47.25,47.25,47.25,--7935,--2917,+9541,0.19
20211214,051910,KR7051910008,LG화학,KOSPI,701000,-37000,-5.01,724000,729000,699000,436465,307748876000,70592343,49485232443000,-724000,-729000,-699000,-701000,-37000,-5.01,436465,307749,0.19,+216084,--95347,--136470,--76334,--109924,47.06,47.06,47.06,--136470,--95347,+216084,0.19
20211215,051910,KR7051910008,LG화학,KOSPI,696000,-5000,-.71,697000,703000,695000,228912,159595764000,70592343,49132270728000,-697000,703000,-695000,-696000,-5000,-0.71,228912,159596,0.21,+68063,--50943,--36721,--50615,+43729,47.0,47.0,47.0,--36721,--50943,+68063,0.21
