iter	MultiClass
182	0.8090795957
183	0.8090251467
184	0.8089573252
185	0.8088847992
186	0.8088366682
187	0.8087838016
188	0.8087429986
189	0.8086724725
190	0.8086067738
191	0.8085447378
192	0.8084979677
193	0.808438642
194	0.8083912565
195	0.8083147447
196	0.8082699988
197	0.8082098405
198	0.8081402277
199	0.8080766679
200	0.8080007349
201	0.8079480559
202	0.8078858287
203	0.8077951978
204	0.8077507623
205	0.8077096397
206	0.8076638682
207	0.8075845894
208	0.8075184222
209	0.8074326111
210	0.8073891862
211	0.8073277327
212	0.8072791027
213	0.8072346468
214	0.8071859304
215	0.8071341158
216	0.8070799604
217	0.807039935
218	0.8069949601
219	0.8069530911
220	0.806890075
221	0.8068243223
222	0.8067677887
223	0.806717063
224	0.8066708728
225	0.806635648
226	0.8065660079
227	0.8064986437
228	0.8064499026
229	0.8063961818
230	0.8063559171
231	0.8062800332
232	0.8062014375
233	0.8061412125
234	0.8060653809
235	0.8060065825
236	0.8059731821
237	0.8058977001
238	0.8058523034
239	0.8057910997
240	0.8057411699
241	0.8056908187
242	0.8056545314
243	0.8056092396
244	0.8055653311
245	0.8055116849
246	0.8054569317
247	0.8054055274
248	0.8053430986
249	0.8052799791
250	0.8052421428
251	0.8052065214
252	0.8051439837
253	0.8050778837
254	0.8050447966
255	0.8050036088
256	0.8049610001
257	0.8048826081
258	0.8048059614
259	0.804755635
260	0.804732956
261	0.8046745165
262	0.8046199139
263	0.8045552436
264	0.8045094195
265	0.804453543
266	0.804400911
267	0.8043392962
268	0.8042903163
269	0.8042387176
270	0.8041796821
271	0.8041291871
272	0.804087923
273	0.8040571205
274	0.8039952115
275	0.8039487795
276	0.8038971072
277	0.8038644403
278	0.8038261764
279	0.8037772137
280	0.8037354064
281	0.8036719702
282	0.8036260485
283	0.8035766132
284	0.8035205154
285	0.8034726005
286	0.8034307731
287	0.8033782925
288	0.8033418853
289	0.8032970244
290	0.803259054
291	0.8032216043
292	0.8031820436
293	0.8031345836
294	0.8031033724
295	0.8030430875
296	0.8029992143
297	0.8029710531
298	0.8029181334
299	0.8028707923
300	0.8028343612
301	0.8027930386
302	0.8027584549
303	0.8026838161
304	0.8026323896
305	0.8025924691
306	0.8025570963
307	0.8025054909
308	0.8024739593
309	0.8024376104
310	0.802391459
311	0.802350967
312	0.8023179721
313	0.8022860279
314	0.8021993077
315	0.802155351
316	0.8021157246
317	0.8020764373
318	0.8020198124
319	0.8019687458
320	0.8019234051
321	0.8018899125
322	0.8018470016
323	0.8018056083
324	0.8017685168
325	0.8017277834
326	0.8016770791
327	0.8016316473
328	0.8015984703
329	0.801560969
330	0.8015239456
331	0.8014816055
332	0.801434188
333	0.8013950945
334	0.8013570018
335	0.8012970338
336	0.801238691
337	0.8011903571
338	0.801145488
339	0.8011044686
340	0.801076038
341	0.8010397423
342	0.8010055106
343	0.8009736969
344	0.8009327297
345	0.8009063418
346	0.8008789166
347	0.8008431834
348	0.8007982443
349	0.800736379
350	0.800690527
351	0.8006494111
352	0.8006272117
353	0.8005906598
354	0.8005398174
355	0.8005202058
356	0.8004803598
357	0.8004573424
358	0.8003945634
359	0.8003628292
360	0.8003081979
361	0.8002655929
362	0.8002255884
363	0.8001986179
364	0.8001572212
365	0.8001359423
366	0.8001003054
367	0.8000511488
368	0.8000126683
369	0.7999727332
370	0.7999430695
371	0.799895637
372	0.7998519652
373	0.7998009799
374	0.7997567217
375	0.7997281203
376	0.7996733843
377	0.7996394737
378	0.7996068973
379	0.7995471223
380	0.7994969159
381	0.7994613219
382	0.7994113689
383	0.7993841293
384	0.7993409308
385	0.7992923947
386	0.799262524
387	0.7992280656
388	0.7991918515
389	0.7991557599
390	0.7990777968
391	0.7990417118
392	0.7990054378
393	0.7989598621
394	0.7989198052
395	0.7988869548
396	0.798851098
397	0.7987996513
398	0.7987602517
399	0.7987053261
400	0.7986691773
401	0.7986523434
402	0.7985994142
403	0.7985665253
404	0.798503569
405	0.7984583018
406	0.7984189184
407	0.7983906039
408	0.7983652311
409	0.7983221675
410	0.7982995723
411	0.798246035
412	0.7982120213
413	0.7981737219
414	0.7981414913
415	0.7981102575
416	0.7980624456
417	0.7980281196
418	0.7979770549
419	0.797935333
420	0.7978851929
421	0.7978379042
422	0.7977970111
423	0.7977609386
424	0.7977216423
425	0.7976517738
426	0.7976186279
427	0.7975889904
428	0.7975514915
429	0.7975099719
430	0.7974404164
431	0.7974053821
432	0.7973683744
433	0.7973336083
434	0.7973054294
435	0.7972474167
436	0.7971867351
437	0.7971587646
438	0.7971272535
439	0.7970881378
440	0.7970395775
441	0.7969953326
442	0.7969575183
443	0.7969173771
444	0.79689756
445	0.7968668078
446	0.7968140215
447	0.7967728754
448	0.7967159169
449	0.7966680951
450	0.7966059327
451	0.7965612519
452	0.7965235408
453	0.7965009611
454	0.7964534406
455	0.7964178801
456	0.7963452806
457	0.796301442
458	0.796254589
459	0.7962196243
460	0.7961658076
461	0.7961264201
462	0.7960929864
463	0.7960263622
464	0.7959816969
465	0.7959374538
466	0.7959063295
467	0.7958550412
468	0.7958272805
469	0.795804527
470	0.7957421558
471	0.7957085283
472	0.7956574904
473	0.7956161118
474	0.7955734573
475	0.7955229432
476	0.7954859935
477	0.7954401481
478	0.7953996776
479	0.7953779501
480	0.7953322498
481	0.7952979856
482	0.7952627034
483	0.7952175552
484	0.7951574108
485	0.795117468
486	0.7950870143
487	0.7950603191
488	0.79500309
489	0.7949542485
490	0.7949137545
491	0.7948814714
492	0.7948295628
493	0.7947907541
494	0.7947591807
495	0.7947210937
496	0.7946928041
497	0.7946500676
498	0.7946145038
499	0.7945749643
500	0.794548471
501	0.7944979783
502	0.7944547057
503	0.7944179823
504	0.7943617293
505	0.7943227439
506	0.7942697456
507	0.7942410608
508	0.7941746195
509	0.7941473677
510	0.7941150528
511	0.7940842856
512	0.7940458602
513	0.7940073904
514	0.7939710128
515	0.7939379379
516	0.793903806
517	0.7938707238
518	0.7938324583
519	0.7938035328
520	0.7937533357
521	0.7936945943
522	0.7936563447
523	0.7936222958
524	0.7935969203
525	0.7935562787
526	0.7935183841
527	0.7934942777
528	0.7934619242
529	0.7934332706
530	0.7933881487
531	0.7933473313
532	0.7932730774
533	0.7932460466
534	0.7932184121
535	0.7931814939
536	0.7931503812
537	0.7931253361
538	0.7930834382
539	0.7930450729
540	0.7930058995
541	0.7929762205
542	0.7929446546
543	0.7928940971
544	0.7928635727
545	0.7928318259
546	0.7927830487
547	0.7927543959
548	0.7927186231
549	0.7926869139
550	0.79264981
551	0.7925997427
552	0.7925802893
553	0.7925472632
554	0.7925231036
555	0.7924920385
556	0.7924399694
557	0.7924207266
558	0.7923856572
559	0.7923541352
560	0.7923212753
561	0.79228195
562	0.7922558733
563	0.7922249157
564	0.7921837353
565	0.7921546974
566	0.7921211574
567	0.7920946737
568	0.7920571664
569	0.7920350069
570	0.7919859633
571	0.7919528405
572	0.7919100452
573	0.7918719013
574	0.7918400543
575	0.7917982197
576	0.7917667845
577	0.7917380795
578	0.7916932148
579	0.7916427613
580	0.7916058747
581	0.791558966
582	0.7915201871
583	0.7914829406
584	0.7914336168
585	0.7914019036
586	0.7913713926
587	0.7913415735
588	0.7913015622
589	0.7912732308
590	0.7912360954
591	0.7911997005
592	0.7911764004
593	0.7911390321
594	0.7910957077
595	0.7910511515
596	0.7910164833
597	0.7909720208
598	0.7909469854
599	0.7909253184
600	0.7908946285
601	0.7908434906
602	0.7908069829
603	0.7907577426
604	0.7907220254
605	0.7906787365
606	0.7906586417
607	0.7906152623
608	0.790571556
609	0.7905470893
610	0.7905100646
611	0.7904711175
612	0.790436879
613	0.7904015233
614	0.7903528867
615	0.7903254817
616	0.7902908521
617	0.790269332
618	0.7902386545
619	0.7902055012
620	0.790167181
621	0.7901365216
622	0.7901032854
623	0.7900651587
624	0.7900293713
625	0.7900005023
626	0.7899686353
627	0.7899344746
628	0.7899112218
629	0.7898509512
630	0.789816091
631	0.7897619243
632	0.7897121851
633	0.7896736527
634	0.7896432473
635	0.7896064783
636	0.7895551444
637	0.7894984722
638	0.7894598806
639	0.7894278978
640	0.7894041096
641	0.7893677465
642	0.7893435882
643	0.789302729
644	0.7892782896
645	0.7892442641
646	0.7892020458
647	0.7891803951
648	0.7891355878
649	0.7891005709
650	0.7890656465
651	0.7890425009
652	0.7890015962
653	0.7889700091
654	0.7889279965
655	0.7888783952
656	0.7888441191
657	0.7888203238
658	0.7887849826
659	0.7887642402
660	0.7887096757
661	0.7886560775
662	0.7886178125
663	0.7885964637
664	0.7885595701
665	0.7885243413
666	0.7884891485
667	0.7884499575
668	0.7884122908
669	0.7883876724
670	0.7883582693
671	0.7883124982
672	0.7882880665
673	0.7882606809
674	0.7882313815
675	0.7882082977
676	0.7881682725
677	0.7881178778
678	0.788082015
679	0.7880452248
680	0.7879982376
681	0.7879774801
682	0.7879353888
683	0.7878973137
684	0.7878615827
685	0.7878289231
686	0.787804222
687	0.7877740026
688	0.787724432
689	0.7876962843
690	0.7876585881
691	0.7876275389
692	0.7875994433
693	0.7875597361
694	0.7875278329
695	0.7874779797
696	0.7874533721
697	0.7874251252
698	0.7873893459
699	0.7873488604
700	0.7873050011
701	0.7872755628
702	0.7872411746
703	0.7872219701
704	0.7871968656
705	0.7871615672
706	0.7871159797
707	0.7870865455
708	0.7870575107
709	0.7870175901
710	0.7869907133
711	0.786958089
712	0.786923835
713	0.7869113698
714	0.7868751296
715	0.7868393976
716	0.7867993273
717	0.7867643257
718	0.7867465162
719	0.7867097794
720	0.7866716652
721	0.7866507081
722	0.7866228402
723	0.7865954023
724	0.7865728942
725	0.7865431715
726	0.78652433
727	0.7864884261
728	0.7864597796
729	0.7864406272
730	0.78638983
731	0.786369871
732	0.78632745
733	0.7863068972
734	0.7862764257
735	0.7862400249
736	0.786193353
737	0.7861568528
738	0.786128672
739	0.7860991853
740	0.7860554619
741	0.7860301559
742	0.7860043683
743	0.7859862493
744	0.7859663265
745	0.785936556
746	0.7859070898
747	0.7858806213
748	0.7858483846
749	0.785819299
750	0.7857910587
751	0.7857528564
752	0.7857161871
753	0.7856853546
754	0.7856438251
755	0.7856087802
756	0.785591534
757	0.7855584346
758	0.7855159697
759	0.7854855265
760	0.7854429597
761	0.7854242887
762	0.7854042528
763	0.7853673915
764	0.7853269529
765	0.7852872467
766	0.7852554812
767	0.7852198686
768	0.7851795695
769	0.7851434254
770	0.7851116511
771	0.7850747537
772	0.7850535411
773	0.7850120797
774	0.7849906237
775	0.7849589811
776	0.7849319421
777	0.7849122625
778	0.7848761486
779	0.7848546697
780	0.7848179949
781	0.7847894465
782	0.7847552098
783	0.7847271741
784	0.7846948852
785	0.7846757678
786	0.7846575224
787	0.7846307946
788	0.7846114782
789	0.7845880772
790	0.7845637388
791	0.7845247928
792	0.7844782481
793	0.7844268007
794	0.7843824353
795	0.7843566027
796	0.7843399858
797	0.7843086732
798	0.784282424
799	0.7842548011
800	0.7842325141
801	0.7842014946
802	0.7841647727
803	0.7841385467
804	0.7841125537
805	0.7840712176
806	0.7840344729
807	0.7839891517
808	0.7839619292
809	0.7839469312
810	0.78389997
811	0.7838599332
812	0.7838231729
813	0.7837936042
814	0.7837665494
815	0.7837313838
816	0.783699435
817	0.78366941
818	0.7836335519
819	0.783597529
820	0.7835652232
821	0.7835343037
822	0.7835128915
823	0.783483391
824	0.7834409479
825	0.7834070518
826	0.7833800103
827	0.783351176
828	0.7833164945
829	0.7832958184
830	0.7832670641
831	0.783236489
832	0.7831837495
833	0.7831507928
834	0.7831151921
835	0.7830818734
836	0.7830614932
837	0.7830221929
838	0.7829976886
839	0.7829504408
840	0.782933519
841	0.7828990621
842	0.782861384
843	0.7828216668
844	0.7828030084
845	0.7827721257
846	0.782741827
847	0.78269191
848	0.7826670848
849	0.7826225762
850	0.7825811291
851	0.7825537868
852	0.7825275699
853	0.7825104143
854	0.7824834946
855	0.7824491005
856	0.7823961985
857	0.7823769068
858	0.7823444736
859	0.7823067824
860	0.7822554971
861	0.7822157016
862	0.7821835118
863	0.7821512187
864	0.7821177751
865	0.7820878191
866	0.782064245
867	0.7820382967
868	0.7820041863
869	0.7819815762
870	0.7819623582
871	0.7819323378
872	0.7819026934
873	0.7818772527
874	0.7818421296
875	0.7818205431
876	0.781777477
877	0.7817445003
878	0.7817132745
879	0.7816816791
880	0.7816577497
881	0.7816225781
882	0.7816021381
883	0.7815817229
884	0.7815490211
885	0.7815120247
886	0.7814906198
887	0.7814484859
888	0.7814107034
889	0.7813814324
890	0.7813627289
891	0.7813402291
892	0.7813140221
893	0.7812926605
894	0.7812610999
895	0.7812257009
896	0.7812079174
897	0.781176724
898	0.7811387049
899	0.7811245136
900	0.7811010225
901	0.781087958
902	0.7810540141
903	0.7810297371
904	0.7809866615
905	0.7809492289
906	0.7809242172
907	0.7808932555
908	0.7808752335
909	0.7808334565
910	0.7808110732
911	0.780784603
912	0.7807581182
913	0.7807248559
914	0.7806978442
915	0.7806648271
916	0.7806414117
917	0.7806037625
918	0.7805734142
919	0.7805383207
920	0.7805090839
921	0.780457866
922	0.7804240973
923	0.7804020102
924	0.7803723275
925	0.7803509272
926	0.7802981534
927	0.7802811969
928	0.7802426297
929	0.7801971554
930	0.7801461848
931	0.7801122082
932	0.7800631018
933	0.780034879
934	0.7800030245
935	0.7799714149
936	0.7799372149
937	0.7799133655
938	0.7798790481
939	0.7798494439
940	0.779826168
941	0.7798046818
942	0.77978075
943	0.779757343
944	0.7797318749
945	0.7797097985
946	0.7796814727
947	0.7796481405
948	0.7796204035
949	0.7795915413
950	0.7795557418
951	0.7795349983
952	0.7795069878
953	0.7794873446
954	0.7794520741
955	0.7794337906
956	0.7794002874
957	0.7793583925
958	0.7793353567
959	0.7792938504
960	0.7792558508
961	0.7792267411
962	0.7792063941
963	0.7791859899
964	0.7791588587
965	0.7791322447
966	0.7790942615
967	0.7790659345
968	0.7790398903
969	0.779018192
970	0.7789955993
971	0.7789751908
972	0.7789480564
973	0.7789203801
974	0.778890542
975	0.7788701938
976	0.778840764
977	0.7788058148
978	0.7787790821
979	0.7787526668
980	0.7787159132
981	0.7786931558
982	0.7786612468
983	0.778638666
984	0.7786217545
985	0.7785988218
986	0.7785685639
987	0.7785380277
988	0.7785121257
989	0.7784914885
990	0.7784553885
991	0.7784272619
992	0.7784078334
993	0.7783771547
994	0.7783469128
995	0.7783311958
996	0.7783043627
997	0.7782826755
998	0.7782665024
999	0.7782245319
1000	0.7781980556
1001	0.7781770703
1002	0.7781488549
1003	0.7781141031
1004	0.7780852779
1005	0.7780646414
1006	0.7780341335
1007	0.7780072369
1008	0.7779760905
1009	0.7779449033
1010	0.7779025504
1011	0.7778816281
1012	0.7778542255
1013	0.777834171
1014	0.7778140985
1015	0.7777656644
1016	0.7777327336
1017	0.7777044916
1018	0.7776706434
1019	0.7776438056
1020	0.7776000097
1021	0.7775697321
1022	0.7775307525
1023	0.7774912068
1024	0.7774638951
1025	0.7774276253
1026	0.777407887
1027	0.7773894963
1028	0.7773660819
1029	0.777340304
1030	0.7773007721
1031	0.777272218
1032	0.7772552605
1033	0.7772271243
1034	0.7771938006
1035	0.7771639847
1036	0.7771435968
1037	0.7771219341
1038	0.7770962383
1039	0.7770702492
1040	0.7770401286
1041	0.7770133158
1042	0.7769796731
1043	0.7769493856
1044	0.7769229635
1045	0.776901631
1046	0.7768695562
1047	0.7768238729
1048	0.7767838681
1049	0.776749523
1050	0.7767351344
1051	0.7767120366
1052	0.7766748945
1053	0.776658842
1054	0.7766255672
1055	0.7766026023
1056	0.7765759952
1057	0.7765451347
1058	0.776522157
1059	0.776500897
1060	0.7764759161
1061	0.7764525684
1062	0.7764295231
1063	0.776405216
1064	0.7763742623
1065	0.776345641
1066	0.7763170691
1067	0.7762827118
1068	0.7762530994
1069	0.7762170206
1070	0.776193348
1071	0.7761656248
1072	0.776129292
1073	0.7761042032
1074	0.7760778214
1075	0.7760552882
1076	0.7760268705
1077	0.7760048975
1078	0.7759651999
1079	0.7759443556
1080	0.7759206142
1081	0.7758976855
1082	0.7758812276
1083	0.775851583
1084	0.7758400265
1085	0.7758136094
1086	0.7757956451
1087	0.775768329
1088	0.7757396784
1089	0.7757058573
1090	0.7756713988
1091	0.7756460827
1092	0.7756218671
1093	0.7755867133
1094	0.7755661139
1095	0.7755301846
1096	0.775495512
1097	0.775462274
1098	0.7754269804
1099	0.7753956826
1100	0.775371594
1101	0.775341171
1102	0.7753149111
1103	0.7752832584
1104	0.7752449794
1105	0.7752154964
1106	0.7751869583
1107	0.7751592017
1108	0.7751418174
1109	0.7751149238
1110	0.7750868397
1111	0.7750604314
1112	0.775034278
1113	0.775009404
1114	0.7749677756
1115	0.7749492776
1116	0.7749113253
1117	0.77488043
1118	0.7748553749
1119	0.7748272877
1120	0.7747941225
1121	0.7747692284
1122	0.7747449362
1123	0.7747232012
1124	0.774685772
1125	0.7746451342
1126	0.7746115375
1127	0.7745876754
1128	0.7745682064
1129	0.7745393026
1130	0.7745164491
1131	0.774484178
1132	0.7744593528
1133	0.7744276998
1134	0.7744018005
1135	0.7743649435
1136	0.7743444688
1137	0.7743137837
1138	0.7742924973
1139	0.774257752
1140	0.7742255262
1141	0.7742077856
1142	0.7741760958
1143	0.7741569141
1144	0.7741283145
1145	0.7741003126
1146	0.7740638007
1147	0.7740434176
1148	0.7740275431
1149	0.7739988548
1150	0.773979283
1151	0.7739544374
1152	0.7739283715
1153	0.7738944289
1154	0.7738723593
1155	0.7738506326
1156	0.7738111797
1157	0.7737882315
1158	0.7737519141
1159	0.773734408
1160	0.7737049438
1161	0.7736860182
1162	0.7736622336
1163	0.7736382116
1164	0.7736091559
1165	0.7735846322
1166	0.7735670886
1167	0.7735474536
1168	0.7735134434
1169	0.773489507
1170	0.7734623745
1171	0.7734394473
1172	0.7734210989
1173	0.7733888641
1174	0.7733568825
1175	0.7733246415
1176	0.7733047466
1177	0.7732729182
1178	0.7732401388
1179	0.7732088888
1180	0.7731821388
1181	0.7731643794
1182	0.773144396
1183	0.7731175494
1184	0.7730946412
1185	0.7730615961
1186	0.7730272463
1187	0.7730056477
1188	0.7729971972
1189	0.7729672657
1190	0.7729515894
1191	0.7729248933
1192	0.7729035275
1193	0.7728718541
1194	0.77284721
1195	0.7728141696
1196	0.7727929999
1197	0.7727751079
1198	0.7727481713
1199	0.7727248021
1200	0.7727051201
1201	0.7726795183
1202	0.7726446547
1203	0.7726162075
1204	0.7725937923
1205	0.7725534986
1206	0.7725427402
1207	0.7725160264
1208	0.7724938462
1209	0.7724563497
1210	0.7724307706
1211	0.7724087218
1212	0.7723714777
1213	0.7723425992
1214	0.7723244955
1215	0.7722867976
1216	0.7722659098
1217	0.7722471172
1218	0.7722286141
1219	0.7722038648
1220	0.7721857416
1221	0.7721593262
1222	0.7721371719
1223	0.772115992
1224	0.7720918777
1225	0.7720596582
1226	0.7720438113
1227	0.7720116849
1228	0.7719948014
1229	0.7719754603
1230	0.7719366084
1231	0.7719183078
1232	0.7718722884
1233	0.7718444017
1234	0.7718210187
1235	0.7717950299
1236	0.7717750896
1237	0.7717539611
1238	0.7717330455
1239	0.7716973063
1240	0.7716660935
1241	0.7716439106
1242	0.7716213729
1243	0.7715891738
1244	0.771563315
1245	0.7715470403
1246	0.7715128896
1247	0.7714772614
1248	0.7714529415
1249	0.7714319933
1250	0.7714050293
1251	0.7713776819
1252	0.7713445249
1253	0.7713060158
1254	0.77129298
1255	0.7712756704
1256	0.7712429128
1257	0.7712174649
1258	0.7711933793
1259	0.7711679893
1260	0.7711456978
1261	0.7711254324
1262	0.7711039181
1263	0.7710689552
1264	0.771034681
1265	0.7710088519
1266	0.770983982
1267	0.7709533425
1268	0.7709270085
1269	0.7709007803
1270	0.770872978
1271	0.7708430766
1272	0.7708289611
1273	0.7708113891
1274	0.7707807468
1275	0.7707485402
1276	0.7707117909
1277	0.7706973471
1278	0.7706724028
1279	0.7706538086
1280	0.7706328799
1281	0.7706015143
1282	0.7705789917
1283	0.770549591
1284	0.7705319581
1285	0.7704934733
1286	0.7704659635
1287	0.7704440722
1288	0.7704156152
1289	0.7703857099
1290	0.7703550588
1291	0.7703211762
1292	0.7702959859
1293	0.7702747142
1294	0.7702462984
1295	0.7702228353
1296	0.7701934754
1297	0.770170623
1298	0.770150075
1299	0.7701321016
1300	0.7701070648
1301	0.7700921395
1302	0.770065086
1303	0.7700312346
1304	0.7700132922
1305	0.7699887111
1306	0.7699570789
1307	0.7699470773
1308	0.7699089446
1309	0.7698907423
1310	0.7698588539
1311	0.7698292864
1312	0.7698057511
1313	0.7697793055
1314	0.769744073
1315	0.7697186816
1316	0.7696990062
1317	0.7696653265
1318	0.7696468796
1319	0.7696273538
1320	0.7695935782
1321	0.7695728349
1322	0.7695458249
1323	0.7695222094
1324	0.769494852
1325	0.7694714462
1326	0.7694575667
1327	0.7694305154
1328	0.7694026695
1329	0.769373489
1330	0.7693385146
1331	0.7693198381
1332	0.769298174
1333	0.7692649144
1334	0.7692460977
1335	0.7692257224
1336	0.7691966508
1337	0.7691625698
1338	0.7691417304
1339	0.7691285458
1340	0.7691050156
1341	0.769083424
1342	0.7690568225
1343	0.7690365114
1344	0.7690122733
1345	0.7689919777
1346	0.7689543914
1347	0.7689144402
1348	0.7688985353
1349	0.7688855502
1350	0.7688617621
1351	0.768836081
1352	0.7688158713
1353	0.7687805147
1354	0.7687608176
1355	0.7687312872
1356	0.768705059
1357	0.7686773481
1358	0.768633519
1359	0.7686118756
1360	0.7685892414
1361	0.7685477613
1362	0.7685255707
1363	0.7685112609
1364	0.7684788869
1365	0.7684618636
1366	0.7684402347
1367	0.7684258983
1368	0.7684129929
1369	0.7683944521
1370	0.7683800002
1371	0.7683547225
1372	0.7683216386
1373	0.7683035263
1374	0.7682697471
1375	0.768243234
1376	0.768219682
1377	0.7681900745
1378	0.7681585988
1379	0.7681300437
1380	0.7681040969
1381	0.7680790836
1382	0.7680492871
1383	0.7680344401
1384	0.7680160279
1385	0.767997902
1386	0.7679818566
1387	0.7679552305
1388	0.7679208888
1389	0.7678724713
1390	0.7678529819
1391	0.7678292448
1392	0.7678161074
1393	0.7677846288
1394	0.7677542177
1395	0.7677357301
1396	0.76770762
1397	0.7676902575
1398	0.7676679399
1399	0.7676374956
1400	0.7676192071
1401	0.7675983849
1402	0.7675794059
1403	0.7675522743
1404	0.7675282433
1405	0.7674890708
1406	0.7674609774
1407	0.7674393373
1408	0.7674144674
1409	0.7673907144
1410	0.7673674185
1411	0.7673526769
1412	0.7673179071
1413	0.7672775431
1414	0.7672516706
1415	0.767226221
1416	0.7671959528
1417	0.7671770195
1418	0.7671549782
1419	0.7671166617
1420	0.7671021438
1421	0.7670830058
1422	0.7670656578
1423	0.7670316798
1424	0.7670079235
1425	0.7669832253
1426	0.7669622719
1427	0.7669168559
1428	0.7668874769
1429	0.7668635271
1430	0.7668462795
1431	0.7668190176
1432	0.7667948729
1433	0.7667724134
1434	0.7667458951
1435	0.7667258219
1436	0.7666924705
1437	0.7666625311
1438	0.7666426607
1439	0.7666156752
1440	0.7665932176
1441	0.7665706729
1442	0.7665399897
1443	0.7665069931
1444	0.7664801687
1445	0.7664578661
1446	0.7664211773
1447	0.7664061633
1448	0.7663775741
1449	0.7663550033
1450	0.7663223184
1451	0.7663059242
1452	0.7662803447
1453	0.7662610512
1454	0.7662320494
1455	0.7661996545
1456	0.7661788376
1457	0.7661554966
1458	0.7661402631
1459	0.7661171594
1460	0.7660918842
1461	0.7660460024
1462	0.7660103358
1463	0.7659860686
1464	0.7659544489
1465	0.7659233409
1466	0.7658885731
1467	0.7658645258
1468	0.7658373344
1469	0.7658224456
1470	0.7657951098
1471	0.7657705669
1472	0.7657484982
1473	0.7657260189
1474	0.7656915406
1475	0.7656691069
1476	0.7656547708
1477	0.7656236756
1478	0.7656028463
1479	0.7655733971
1480	0.7655527363
1481	0.7655215501
1482	0.7655053091
1483	0.7654715795
1484	0.7654533269
1485	0.765440353
1486	0.7654112326
1487	0.7653909792
1488	0.7653716413
1489	0.7653560538
1490	0.7653385494
1491	0.765312723
1492	0.7652880877
1493	0.7652491495
1494	0.765230877
1495	0.7652171767
1496	0.7651888528
1497	0.7651620263
1498	0.7651335016
1499	0.765112049
