날짜,종목명,종가,시그널,open,high,low,volume,rsi,macd,action,sp500,vix,ma5,ma20,ma60,stoch_k,stoch_d,stoch_prev_k,stoch_prev_d,obv,sp500_ma20,vix_change,ma5_20_ratio,ma20_60_ratio,close_ma60_ratio,vol_change,macd_change,stoch_k_change,sp500_ma_ratio,vix_value,target
2025-09-17,씨에스윈드,43113.6171875,매수,43357.748655152885,43650.706416336354,42869.48571984711,98114.0,70.08545956568653,-234.9469054189176,매도,6600.35009765625,15.720000267028809,414937.63125,228029.79267578124,184250.75794270833,40.700540138627424,43.91428297317462,73.54008175526415,41.81281010492374,-20338306732.0,6600.35009765625,0.0,1.8196641166093994,1.2376057239704041,0.23399424604215696,1.8287155831050885,-43436.22691006112,-32.83954161663673,1.0,15.720000267028809,0
2025-09-17,현대로템,210811.078125,관망,220280.133643617,220280.133643617,208319.22140957447,810761.0,72.40077995122341,7683.329503228364,매도,6600.35009765625,15.720000267028809,138485.56875,196643.90400390624,177046.01106770834,10.263010513503074,11.66208285503652,6.820477865658578,17.74958878006139,-20338024323.0,6600.35009765625,0.0,0.7042454199203096,1.110693784163841,1.1907135148296493,2.6056898637350128,1677.1348079366144,3.442532647844496,1.0,15.720000267028809,2
2025-09-17,에이피알,216004.578125,관망,216999.99092741936,218493.1101310484,213018.33971774197,350065.0,45.03816647542688,4567.4237048137,매도,6600.35009765625,15.720000267028809,169755.35625,200697.79658203124,178615.21783854166,7.920895277904843,7.404835191229742,7.146194826256864,6.186701734338628,-20337954067.0,6600.35009765625,0.0,0.8458257098035248,1.1236321239069955,1.2093290859475156,0.2510855619368926,7071.378171531636,0.7747004516479787,1.0,15.720000267028809,2
2025-09-17,LG유플러스,14306.1611328125,매도,14413.35988789488,14530.30398434839,14276.925108699124,706634.0,47.81340375362598,45.06657570628158,관망,6600.35009765625,15.720000267028809,135039.8728515625,186896.9937011719,174043.80021158853,4.198892445983683,7.269894185861273,7.920895277904843,7.404835191229742,-20338660701.0,6600.35009765625,0.0,0.7225363564032319,1.073850338098556,0.0821986253771764,1.0185794066816163,-4522.357129107419,-3.72200283192116,1.0,15.720000267028809,0
2025-09-17,CJ,194879.65625,관망,193404.0404782938,198716.25725643616,192223.54786092884,138631.0,89.26318281510035,10688.7178558585,매도,6600.35009765625,15.720000267028809,128357.34375,199424.64086914062,164906.68185221354,54.598816821617355,24.7183804896918,27.10790112119237,14.638395614565065,-20338638627.0,6600.35009765625,0.0,0.6436383347142448,1.209318134530543,1.1817571857072942,0.10877302428997604,10790.96677006553,27.490915700424985,1.0,15.720000267028809,2
2025-09-17,키움증권,255271.359375,관망,255271.359375,256713.57044491524,247579.56700211865,158273.0,85.8974318907577,13697.6609696011,매도,6600.35009765625,15.720000267028809,146356.725,204237.87680664062,168415.37117513022,62.721278643737584,35.85753898195936,54.598816821617355,24.7183804896918,-20338480354.0,6600.35009765625,0.0,0.7165993266692701,1.2127033024453548,1.51572482721634,0.14168548160223904,3008.9431137426,8.12246182212023,1.0,15.720000267028809,2
2025-09-17,LS,185750.9375,관망,189317.3555,190208.96,185453.736,106179.0,70.14084281770938,4745.365717381763,매도,6600.35009765625,15.720000267028809,77868.7234375,118985.70629882812,144186.3909016927,34.14749334668841,24.223478476525848,17.11601376818729,28.53948641347584,-20335967282.0,6600.35009765625,0.0,0.6544376283478591,0.8252214758600444,1.2882695540014335,1.3351440510226524,4351.406812583016,17.031479578501116,1.0,15.720000267028809,2
2025-09-17,현대모비스,307383.71875,관망,306889.5327069936,309360.4629220257,304912.78853496787,103522.0,58.25242181998568,3540.041167811316,매도,6600.35009765625,15.720000267028809,126430.92890625,118544.53696289062,145555.1891438802,40.92356165472676,31.633094327066253,31.319192945433798,26.491214704241276,-20336155979.0,6600.35009765625,0.0,1.0665268273461488,0.814430166730162,2.111801857137182,0.056929328405447954,4154.6283691757235,9.604368709292963,1.0,15.720000267028809,2
2025-09-17,아세아,342573.21875,관망,348471.1794745337,349454.1729286227,339132.74166068865,1508.0,48.38713316316746,3725.078890214791,매도,6600.35009765625,15.720000267028809,184924.01640625,125132.64399414063,150085.2371907552,67.08103973921038,41.62609952127087,40.92356165472676,31.633094327066253,-20336154471.0,6600.35009765625,0.0,1.4778239354944753,0.8337438534017816,2.2825244185382245,-0.985433048047758,185.03772240347507,26.15747808448362,1.0,15.720000267028809,1
2025-09-18,한국전력,34807.01171875,매도,35533.166344315025,35581.576652686024,34613.370485265994,2732742.0,46.96970437929433,-276.62001626749407,매도,6631.9599609375,15.699999809265137,118518.173046875,136019.86005859374,158573.05183919272,28.302546686495614,37.81483110219215,45.05997362230179,41.92771016700075,-20340940747.0,6609.833056640625,0.0,0.8713299145861533,0.8577741203879337,0.2195014305081763,10.579562452065069,3406.587783229159,-16.757426935806176,1.0033475738505446,15.699999809265137,0
2025-09-18,대한항공,22900.396484375,매도,22997.432062698623,23045.949851860438,22803.360906051377,885255.0,46.808527039492674,-168.00418770287433,매도,6631.9599609375,15.699999809265137,82029.023046875,129325.541015625,158212.83422851562,23.988761498178434,24.59539094664056,30.333588367104312,25.458147984304,-20341242977.0,6617.735522460937,0.0,0.6342832390468355,0.8174149818265243,0.14474424022578775,6.7918460035383275,-3219.6789530905116,-6.344826868925878,1.0021494419697319,15.699999809265137,0
2025-09-18,삼성중공업,21300.0,매도,21550.0,21700.0,21150.0,3531716.0,50.0,572.8554373823245,매도,6631.9599609375,15.699999809265137,66334.296484375,128378.07421875,156643.63299153646,8.651632097473057,21.48769859533833,26.300468177483964,22.92492187493866,-20344626832.0,6620.896508789063,0.0,0.5167104810385656,0.8195550101017277,0.1359774386817934,22.885378835527963,1146.949280611425,-17.64883608001091,1.0016709900439844,15.699999809265137,0
2025-09-18,삼성물산,195002.953125,관망,191444.8657897238,195398.29616225293,190851.8512338444,460586.0,82.70510148818965,7542.811363583081,매도,6631.9599609375,15.699999809265137,93694.887109375,128840.675,152989.9046061198,30.267656709168204,23.908421369881456,8.651632097473057,21.48769859533833,-20344166246.0,6622.477001953125,0.0,0.7272151213844154,0.8421514826857812,1.2746132081528185,-0.8695857764327596,6969.955926200757,21.616024611695146,1.001431935359168,15.699999809265137,2
2025-09-18,HD한국조선해양,402999.78125,관망,406921.9202402677,412314.86135188566,401528.9791286496,131087.0,53.02013652504948,13326.627656388911,매도,6631.9599609375,15.699999809265137,141931.527734375,145845.6640625,156369.25356445313,56.139410171430086,29.06958573074661,30.267656709168204,23.908421369881456,-20344035159.0,6624.0574951171875,0.0,0.9731624772441116,0.932700391783763,2.5772315980512714,-0.7153908282058075,5783.81629280583,25.871753462261882,1.0011929947507456,15.699999809265137,2
2025-09-18,HD현대일렉트릭,590535.5625,매수,585564.7244318182,598488.9034090909,585564.7244318182,110236.0,82.0189405199927,29387.824976530857,매도,6631.9599609375,15.699999809265137,255458.5609375,174071.8318359375,165509.08676757812,88.12900418150224,41.89763426741137,56.139410171430086,29.06958573074661,-20343924923.0,6625.63798828125,0.0,1.4675468066439916,1.051735800345415,3.5679948094286815,-0.1590623021352232,16061.197320141946,31.989594010072153,1.0009541681370808,15.699999809265137,1
2025-09-18,한국앤컴퍼니,22995.166015625,매수,22607.061947850736,23140.705041040343,22510.03593090717,65482.0,41.86044443112853,224.56978090377743,매도,6631.9599609375,15.699999809265137,246566.692578125,159852.40419921876,163210.11583658855,65.53395917158008,49.744332466230595,88.12900418150224,41.89763426741137,-20343990405.0,6627.218481445312,0.0,1.5424647118277752,0.9794270617347539,0.14089301939255122,-0.4059835262527668,-29163.25519562708,-22.59504500992216,1.0007154554366153,15.699999809265137,1
2025-09-18,현대글로비스,181047.46875,관망,179195.07138529886,183582.32830169628,178707.59839458804,206572.0,52.52916735002878,5684.92387630188,매도,6631.9599609375,15.699999809265137,101054.44609375,128542.64794921875,153574.5915201823,13.784379359418645,9.648983818836436,8.371297382703911,13.564658209571714,-20318683127.0,6631.9599609375,0.0,0.7861550054085702,0.8370046547206741,1.1788894696568821,-0.9919367766974829,3227.11632803778,5.413081976714734,1.0,15.699999809265137,2
2025-09-18,아세아,339624.21875,관망,343064.6956403763,345522.1791335022,338149.7286541245,1870.0,43.283572174873576,2984.31060165097,매도,6631.9599609375,15.699999809265137,106554.437109375,101765.69462890625,122624.71853841146,40.74408195069042,24.803483950169106,16.03911543374498,20.270254958373197,-20312301510.0,6631.9599609375,0.0,1.0470565498317594,0.8298954390425676,2.7696228199179496,-0.9895396904419621,2546.056197701706,24.704966516945444,1.0,15.699999809265137,2
2025-09-18,삼성전기,193230.6875,관망,190654.27833333332,193230.6875,190257.9076923077,359269.0,93.89310618765998,10267.254438959091,매도,6631.9599609375,15.699999809265137,126795.8921875,81947.76474609374,120114.90196940103,50.808020056985754,32.943626092336686,34.34952074000777,27.211241516557244,-20312026685.0,6631.9599609375,0.0,1.5472770072541124,0.6822447789781299,1.6087153578098496,3.2545237080195157,10485.736035900856,16.458499316977985,1.0,15.699999809265137,2
2025-09-18,삼양식품,1571705.625,관망,1577693.075,1601642.875,1561726.5416666665,28303.0,52.28428526192502,40618.35766767431,매도,6631.9599609375,15.699999809265137,389467.98984375,175947.55234375,139012.84537760416,51.42726608577855,34.20171325144817,26.495275763679746,29.866007571079628,-20310618014.0,6631.9599609375,0.0,2.2135459382966785,1.265692762894099,11.306189875696276,-0.9474899907607022,40718.71181384155,24.9319903220988,1.0,15.699999809265137,2
2025-09-18,HD현대마린솔루션,206513.0625,관망,207496.45803571428,209463.24910714285,203808.7247767857,77372.0,47.27272307071865,3920.808170555334,매도,6631.9599609375,15.699999809265137,86070.76484375,170473.08525390626,139326.9685872396,5.856909526452346,2.2762058483632956,2.502050602638317,7.738145628694942,-20311894927.0,6631.9599609375,0.0,0.5048935714136596,1.2235469341110692,1.482218874020013,0.657462350849382,1276.3482633364329,3.3548589238140285,1.0,15.699999809265137,2
2025-09-18,한화에어로스페이스,1015760.9375,관망,1034608.0642700196,1043535.6506347656,990962.0864868164,209665.0,76.315797577074,33176.96675247827,매도,6631.9599609375,15.699999809265137,258811.565625,202757.96259765624,141876.0681966146,22.404275114910973,8.005029527594314,1.290891865973378,4.0245846251397825,-20310903998.0,6631.9599609375,0.0,1.276455742152894,1.429120253858955,7.159494553319161,1.4547774876772315,33820.96207116042,21.113383248937595,1.0,15.699999809265137,2
2025-09-18,HD현대마린엔진,87600.0,매도,89400.0,90900.0,87200.0,234513.0,39.42307692307692,3887.848995643464,매도,6631.9599609375,15.699999809265137,198712.1875,149805.61318359376,147320.005078125,16.605275832557265,17.551502298432506,19.410691759333535,16.157041992873403,-20314771543.0,6631.9599609375,0.0,1.3264669011865995,1.0168721695614293,0.5946239273718801,0.34936563192266745,7649.342024120939,-2.80541592677627,1.0,15.699999809265137,0
2025-09-18,강원랜드,17077.888671875,매도,17238.9114713325,17238.9114713325,17049.47288373544,332592.0,49.166685282144776,-121.9248411208464,관망,6631.9599609375,15.699999809265137,138654.201171875,189348.61123046876,144092.05895182292,29.350798464672923,37.32762076712353,55.830030471580336,37.6185504445189,-20314191851.0,6631.9599609375,0.0,0.732269438211563,1.3140808217181303,0.11852067904439466,2.816360486064097,3010.0840745563546,-26.479232006907413,1.0,15.699999809265137,0
2025-09-18,CJ,203143.109375,관망,195765.03034200968,205110.5971171308,194879.6608580509,180395.0,92.36367007279708,11640.059468027524,매도,6631.9599609375,15.699999809265137,133134.2890625,162257.94697265624,156966.241015625,44.93816371086831,40.29094970137369,37.76581063128806,42.720667530390074,-20312940808.0,6631.9599609375,0.0,0.8205101293740382,1.0337123825020724,1.294183437537874,-0.050707516142103115,12586.332316962158,7.1723530795802475,1.0,15.699999809265137,2
2025-09-18,삼성생명,148687.015625,매수,149847.87716533832,150718.52332059207,146462.0310060182,271319.0,66.66666666666666,6520.276066054736,매도,6631.9599609375,15.699999809265137,148632.13125,152167.29775390626,158834.85794270833,38.027521984499465,38.26340415107639,44.93816371086831,40.29094970137369,-20313212127.0,6631.9599609375,0.0,0.9767678958876991,0.9580220596715171,0.936110735079521,0.5040272734831897,-5119.783401972789,-6.910641726368844,1.0,15.699999809265137,0
2025-09-18,에이피알,214511.46875,관망,217497.70729408352,220981.65226218096,213516.05590197217,381967.0,40.94488052726112,3916.7704033942136,매도,6631.9599609375,15.699999809265137,102115.2046875,141468.97041015624,162709.02506510416,44.599270586664666,25.26386185833892,13.210316033055156,23.949512137905877,-20312822374.0,6631.9599609375,0.0,0.7218205122398277,0.8694598861590547,1.3183747408244153,4.1444752720612,2058.0453243446973,31.38895455360951,1.0,15.699999809265137,2
2025-09-18,오뚜기,416139.65625,관망,419066.78161635407,422481.7612104338,413212.530883646,8284.0,76.87497948205912,8820.75110823923,매도,6631.9599609375,15.699999809265137,153285.7890625,147963.592578125,170947.55501302084,31.786512695262093,24.240470777980665,16.053810254768305,28.692197846212576,-20315000318.0,6631.9599609375,0.0,1.0359696354464012,0.8655496275852254,2.4343118345173362,-0.9889932343734222,8856.10691824777,15.732702440493789,1.0,15.699999809265137,2
2025-09-18,HD현대중공업,495648.15625,관망,503594.41927605215,513527.2480586172,489688.45898046094,236988.0,37.790697249035496,9632.624443389068,매도,6631.9599609375,15.699999809265137,211545.6015625,169261.594921875,177313.1658203125,71.88331819560135,35.7675956863181,39.72010313707385,27.285351630565494,-20314836002.0,6631.9599609375,0.0,1.2498145350700598,0.9545912405252698,2.7953263027985478,2.2610634081902248,10626.296562761985,32.1632150585275,1.0,15.699999809265137,2
2025-09-18,메리츠금융지주,121500.0,매도,122900.0,123100.0,120800.0,200270.0,35.11904761904762,1078.9286650299764,매도,6631.9599609375,15.699999809265137,233071.8203125,177808.651953125,180871.80266927084,36.03649889734344,54.24474007866227,60.4989128931121,53.394742838245996,-20319353355.0,6631.9599609375,0.0,1.3108013460106758,0.9830645204451968,0.6717464978339722,0.046687258606542326,2337.663575467057,-24.462413995768657,1.0,15.699999809265137,0
2025-09-22,한미약품,364666.65625,관망,361179.4068049864,372139.33363217214,356197.62188353826,157927.0,76.7241570442296,11154.794822277328,매도,6693.75,16.100000381469727,122771.91938476563,181058.8376586914,161721.8556193034,34.83155541271686,17.845720033511743,11.24996847896636,18.08670873043706,-20323588100.0,6638.13896484375,0.0,0.6780774745511142,1.1195693801888327,2.254900272158841,-0.9448988706025198,10634.275309789113,23.5815869337505,1.0083775039134872,16.100000381469727,2
2025-09-22,NC,234322.5,관망,237307.5,239795.0,232332.5,68637.0,85.90831918505943,8931.592096714536,매도,6693.75,16.100000381469727,98574.187890625,151488.45689697267,163875.10181070963,36.468942744121684,21.715097556671257,19.044805992113133,20.236166682131206,-20324266282.0,6656.6759765625,0.0,0.6507042840740357,0.9244141130844596,1.4298846951787918,0.5977699148005029,7846.37553062143,17.42413675200855,1.0055694499128445,16.100000381469727,2
2025-09-22,하이브,286594.0625,관망,289589.8192508711,291586.9904181185,285096.18412456446,164746.0,52.38093464044008,1996.597957996244,매도,6693.75,16.100000381469727,110125.26875,113424.25103759766,150171.87681070963,50.986488667675445,30.003860461493638,23.851820237114328,27.207394160360007,-20324843827.0,6681.3919921875,0.0,0.9709146654492423,0.7552962208800784,1.9084403057787536,-0.6173751881235949,2967.7083183114155,27.134668430561117,1.0018496157427899,16.100000381469727,2
2025-09-22,현대모비스,308866.28125,관망,304418.6068,308866.28125,303430.2347,130228.0,36.764715455168506,2868.592048776336,매도,6693.75,16.100000381469727,87889.779296875,102167.24233398438,137871.44691162108,37.323375853338405,19.812649603695643,7.437756356421066,15.882785212586635,-20329203534.0,6693.75,0.0,0.8602540040139637,0.741032640351385,2.240248348506785,-0.7280946077428353,2085.3699556532592,29.88561949691734,1.0,16.100000381469727,2
2025-09-22,이수페타시스,76546.6015625,매도,77245.2015767601,78043.60159305736,75748.20154620273,1043587.0,72.81368957101998,4261.370386189839,매도,6693.75,16.100000381469727,104742.575390625,99495.60122070313,130303.35495198568,16.959781045659327,29.64445673168661,42.91146685831225,28.154443250624873,-20328871978.0,6693.75,0.0,1.052735740128681,0.7635689906630982,0.5874491995290987,1.1290741798596375,4074.5269447624014,-25.951685812652926,1.0,16.100000381469727,0
2025-09-22,HD한국조선해양,395155.5,관망,400058.17369727045,404960.84739454096,391233.3610421837,142307.0,41.89189480189758,11650.062590715592,매도,6693.75,16.100000381469727,177448.796484375,107537.25122070312,136604.6484741211,41.71683709573117,36.50027287954863,16.959781045659327,29.64445673168661,-20328729671.0,6693.75,0.0,1.6501146762640373,0.7872151674331594,2.892694387884317,-0.8636366685288337,7388.6922045257525,24.757056050071846,1.0,16.100000381469727,2
2025-09-22,삼양식품,1538774.625,관망,1567713.966196498,1579688.8660019457,1529793.4501459145,30004.0,44.54149976451823,35504.838940219255,매도,6693.75,16.100000381469727,432831.215625,227608.9009765625,167107.24294026694,66.74344298930941,37.805846608165915,36.576698962621954,33.546018666484436,-20352586398.0,6693.75,0.0,1.9016445040941954,1.3620528767740012,9.20830598318255,-0.8210212359818659,32765.017283826324,30.16674402668746,1.0,16.100000381469727,2
2025-09-22,세아베스틸지주,25471.310546875,매수,25668.000203607626,25668.000203607626,25176.27606177606,63648.0,36.734697186166926,-671.4646724575105,매도,6693.75,16.100000381469727,420489.187109375,227734.55546875,166177.63509521485,38.730978488409235,39.63755851598777,66.74344298930941,37.805846608165915,-20352650046.0,6693.75,0.0,1.8464004561972371,1.3704284294229176,0.15327760882070982,1.121317157712305,-36176.30361267677,-28.01246450090018,1.0,16.100000381469727,0
2025-09-22,HD현대일렉트릭,581588.0,관망,588547.1726495727,595506.3452991453,571646.3247863248,108671.0,80.24689130239906,29070.63340450509,매도,6693.75,16.100000381469727,176172.5140625,230780.21123046876,163516.88782958983,12.51140798780118,5.6316126956686645,0.4962530477741102,4.4419275821890185,-20350569912.0,6693.75,0.0,0.7633779045577059,1.4113539848616605,3.5567457754339458,-0.5136827219554545,29678.879338686922,12.01515494002707,1.0,16.100000381469727,2
2025-09-22,한화에어로스페이스,1013777.0,관망,1019728.72407045,1025680.4481409002,992945.9657534248,137450.0,72.45762915492183,33644.837366086314,매도,6693.75,16.100000381469727,269262.255078125,243543.87265625,162768.18356526693,42.695928833555946,15.763845863562267,9.969378367279305,9.94012177675042,-20350432071.0,6693.75,0.0,1.1056006137266907,1.4962621522319413,6.228348672291319,-0.3291456795908009,35114.53237905579,32.72655046627664,1.0,16.100000381469727,2
2025-09-22,SK스퀘어,215219.296875,관망,215718.6455916473,217716.04045823665,209227.112275232,454188.0,91.8149591020775,16605.765562880202,매도,6693.75,16.100000381469727,108376.09453125,177632.78310546876,167600.2887858073,10.327974746246094,9.53358746838281,5.119200359813614,17.473471912196892,-20351393688.0,6693.75,0.0,0.6101131369816016,1.059859648168524,1.2841224703977072,3.3947014484900677,16881.093337250146,5.20877438643248,1.0,16.100000381469727,2
2025-09-22,HMM,21246.26953125,매도,21925.37403681507,21973.881501498287,21149.25460188356,2655834.0,45.09803998970494,39.14627311583172,매도,6693.75,16.100000381469727,109633.69609375,170733.707421875,168582.9634277344,15.744833218887814,29.54005273859142,46.212439518864215,29.08973465856578,-20355390449.0,6693.75,0.0,0.6421326974576278,1.0127577778347845,0.12602856836335974,31.29487943383149,1212.6093825617063,-30.467606299976403,1.0,16.100000381469727,0
2025-09-22,유한양행,122546.4140625,관망,118965.51235288147,123043.76152216922,117572.93946580762,625387.0,72.26889619304082,1167.6377391244605,매도,6693.75,16.100000381469727,75686.58828125,120297.505859375,173576.59156901043,21.897975356022176,22.33768627279467,20.087960903808998,24.831918617803304,-20356639597.0,6693.75,0.0,0.6291617414722287,0.6930514349427539,0.7060077223245745,18.637850907492307,489.8086084177485,1.8100144522131778,1.0,16.100000381469727,2
2025-09-22,삼성물산,195398.296875,관망,195694.80415402123,197671.5193474962,192630.89560413503,248291.0,85.48753557934283,7934.900723027124,매도,6693.75,16.100000381469727,106177.290625,117088.13125,176658.46282552084,46.97323352306961,26.1162246231218,22.053255755436158,21.00940870948716,-20356982180.0,6693.75,0.0,0.9068151442121508,0.6627937851222203,1.1060794583500244,-0.5797902767764362,6627.494231058125,24.91997776763345,1.0,16.100000381469727,2
2025-09-22,카카오페이,56500.0,매도,57100.0,57400.0,55600.0,545911.0,44.44444444444444,-2015.8392098248005,관망,6693.75,16.100000381469727,154853.1,124396.328125,171522.3310546875,60.339090312945594,75.45508578992549,79.52367345431264,72.78191443195028,-20357507537.0,6693.75,0.0,1.244836582671439,0.7252485863507648,0.329403172476625,4.739906211885436,3318.8616066424293,-19.18458314136705,1.0,16.100000381469727,0
2025-09-22,아세아,344047.6875,관망,345030.68089285714,345030.68089285714,339624.21723214287,1508.0,50.66667231834789,2722.796650763077,매도,6693.75,16.100000381469727,161942.596875,133323.0974609375,171604.26022135417,65.62821411660794,57.61670683246556,36.04372082971097,62.01732842673747,-20358538065.0,6693.75,0.0,1.2146627250574322,0.7769218391720731,2.00489012951199,-0.9987242189436567,1419.7951308609481,29.584493286896965,1.0,16.100000381469727,2
2025-09-22,현대위아,49517.12109375,매도,49910.89541656312,50009.3389972664,49320.23393234344,50328.0,45.37037887519394,207.9539759034451,매도,6693.75,16.100000381469727,139320.48046875,124600.558984375,169542.08046875,46.77996411249146,51.06796496410132,65.62821411660794,57.61670683246556,-20358588393.0,6693.75,0.0,1.1181368816027613,0.7349240886975041,0.2920638991620549,32.37400530503979,-2514.842674859632,-18.848250004116473,1.0,16.100000381469727,0
2025-09-22,두산로보틱스,71200.0,관망,71100.0,75300.0,70200.0,2704662.0,81.0126582278481,1301.4367465874166,매도,6693.75,16.100000381469727,36612.88515625,132191.7755859375,146099.4461263021,4.15155237056861,2.182622723466286,0.6253371250715606,4.5938133256679,-20354367842.0,6693.75,0.0,0.27696795049437906,0.9048068222767832,0.48733928764143314,22.54685146652969,1425.267022586333,3.5262152454970495,1.0,16.100000381469727,2
2025-09-22,LG이노텍,191967.3125,관망,183020.10477084413,194353.23456110823,182821.27793241845,696452.0,72.04611708093046,5072.415986678039,매도,6693.75,16.100000381469727,66161.445703125,118174.32529296874,138580.71256510416,32.86621673830034,9.377418165242524,5.628190742368055,2.929935003737274,-20353340931.0,6693.75,0.0,0.5598631135748193,0.8527472770603005,1.3852383130864276,0.44679418998869913,5237.2977554291865,27.238025995932283,1.0,16.100000381469727,2
2025-09-22,한국금융지주,152914.734375,관망,152237.2640328323,154850.36392405065,150108.07152887658,162600.0,82.56073126278116,5695.357191673596,매도,6693.75,16.100000381469727,144142.486328125,112257.3171875,141850.89329427082,66.27637667482212,48.86349888590923,47.31789046196519,36.73386169941841,-20353286919.0,6693.75,0.0,1.2840364435876208,0.7913754688496835,1.077996273578462,3.615384615384615,3472.877971706912,18.958486212856926,1.0,16.100000381469727,2
