Date,open,high,low,close,volume,rsi,macd,signal,action
2022-01-21,72436.82765151515,74645.26751893939,71774.29569128789,72878.515625,238598,37.878767575946476,-876.1046724165353,-477.49407739781356,매도
2022-01-24,72436.83781152648,73320.21388239875,70890.9296875,70890.9296875,162014,33.33333333333333,-1023.9384834524535,-590.7684461469382,매도
2022-01-25,70890.93132440477,71332.61937003968,68903.33511904762,69565.8671875,220016,30.86419753086419,-1203.6086769162503,-716.8863970295484,매도
2022-01-26,69565.8671875,69565.8671875,69565.8671875,69565.8671875,0,5.084688852633789,-1325.695559756481,-841.4532251791206,매도
2022-01-27,69565.85744001549,73982.73727747679,69565.85744001549,71332.609375,591784,16.4178221857553,-1291.5269963687315,-933.119288409877,매도
2022-01-28,71774.3046875,72436.83673076922,69565.86454326923,71774.3046875,240676,20.312455953096233,-1221.2247859373165,-991.5829378995452,매도
2022-02-03,73320.20456288343,73982.73653182515,71332.60865605828,71995.140625,195242,23.728736324123446,-1137.9076725953346,-1021.1892220554514,매도
2022-02-04,71995.13675291545,76632.8602860787,71995.13675291545,75749.484375,326616,40.78943754901984,-811.5116119353916,-978.8633124200742,관망
2022-02-07,75528.6489430147,76412.02495404411,73761.89692095589,75086.9609375,155156,43.055541907500256,-593.5824511217215,-901.2343394415074,관망
2022-02-08,75086.9609375,75086.9609375,75086.9609375,75086.9609375,0,44.927525829433456,-417.531069636083,-803.9192385168177,관망
2022-02-17,75749.49945652173,77074.56358695652,74866.12336956522,76191.1875,226006,73.43756650226156,279.5638362317404,-59.70087970617694,매도
2022-02-18,75749.49945652173,76191.1875,74866.12336956522,76191.1875,118938,73.43756650226156,339.28247047359764,20.17489546598161,매도
2022-03-08,74424.4279387718,77516.2439362282,73320.20793968023,75970.3359375,228316,51.28209314665904,489.34997662912065,524.9990029493337,매도
2022-03-10,75970.3359375,75970.3359375,75970.3359375,75970.3359375,0,52.63156914804485,414.147900131662,502.82727345608123,매도
2022-03-11,75528.6489430147,75970.33694852941,74424.42892922794,75086.9609375,141586,43.58971568000507,282.25665903568733,458.71074863992493,매도
2022-03-14,74866.11007254464,75528.64202008929,73320.20219494047,74203.578125,122876,39.534835890246875,107.32148720719852,388.4298351878656,매도
2022-03-15,74203.578125,74203.578125,74203.578125,74203.578125,0,39.534835890246875,-30.896070586095448,304.56173165618725,매도
2022-03-16,74203.59292035399,75528.65707964601,73099.37278761063,74866.125,154690,43.478290962168174,-87.24615062435623,226.19797073724723,매도
2022-03-17,74866.125,74866.125,74866.125,74866.125,0,43.478290962168174,-130.3792023462156,154.88094569775095,매도
2022-03-28,82153.96775265958,83258.1877493351,81491.43575465425,83037.34375,144806,79.36507936507937,1794.2089737086062,1075.4639751930192,매도
2022-03-29,83258.19372144257,84583.2578125,82595.66167591384,84583.2578125,310044,80.00002176963159,2018.2523260618327,1264.0223508474212,매도
2022-03-30,84804.0942408377,85466.62622709424,83920.7182591623,84362.40625,222714,78.78785929717193,2153.2977980044816,1441.8779726283399,매도
2022-03-31,84362.40551948051,85024.9375,83479.02954545454,85024.9375,231290,84.61535531012728,2286.7907466263277,1610.860932061737,매도
2022-04-01,84141.56274671052,84141.56274671052,82595.65476973684,83920.71875,252782,83.3333511998242,2278.0495055249194,1744.2989023707419,매도
2022-04-04,82816.50025066845,83479.0322526738,82153.9682486631,82595.65625,188142,76.38891209051451,2140.4699054030934,1823.5332244034576,매도
2022-04-05,82153.9609375,82595.64889952957,80608.0530703965,82153.9609375,200844,73.23940012824926,1973.3310076279158,1853.4928177787037,매도
2022-04-06,81270.59861477572,84362.41486642479,80608.06656085092,83699.8828125,232640,75.64101343049843,1942.2308682651928,1871.2404452828237,매도
2022-04-11,83920.71875,84583.25074013158,82816.49876644737,83920.71875,164256,59.649110830036776,1880.2142953696457,1901.1752044532016,매도
2022-04-12,83920.7177734375,86129.15771484375,83920.7177734375,84804.09375,356750,61.01693594129801,1868.213840915414,1894.5829290972995,매도
2022-04-20,86129.15601023017,87454.2199488491,85687.46803069054,86350.0,182598,54.99997641631802,2002.4357176376798,2033.5711890146356,매도
2022-04-21,87012.53196930946,87012.53196930946,85466.62404092072,86350.0,123608,59.99994854471592,1921.871022205436,2011.2311537706514,매도
2022-04-22,85466.62286931819,87895.90672348485,84583.2469223485,87454.21875,207676,70.37026361301818,1924.6510666673712,1993.915135182898,매도
2022-04-25,86350.00271381579,86570.84671052631,82816.49876644737,83920.71875,230112,55.882357531430934,1623.8262987616472,1919.8973639076175,매도
2022-04-26,85245.78453743811,90104.35256806931,84804.09653465346,89220.9765625,573758,64.70584563086351,1791.3126607147133,1894.180422159713,매도
2022-04-27,87233.38079637097,89883.50882056452,87012.53679435483,89000.1328125,254404,61.72838104305558,1884.534384133207,1892.2512144878374,매도
2022-04-29,89000.12916791269,93196.16503438995,85687.46927332536,92312.7890625,846526,70.65213755107831,2285.9327200854314,1992.0622885886125,매도
