Date,open,high,low,close,volume,rsi,macd,signal,action
2022-01-24,64614.9142165633,64696.39582339377,63881.579755089064,64044.54296875,214466,52.380838238600894,17.760143439103558,22.76899599399931,매도
2022-01-25,63800.109375,63963.072617337166,63229.73802681992,63800.109375,429797,47.72737425298127,-10.15035384427756,15.994439204900273,매도
2022-01-26,63800.109375,63800.109375,63800.109375,63800.109375,0,45.23825558128837,-31.310033703251975,6.3155964603818715,매도
2022-01-27,64289.00126155155,64370.4828854572,62577.88715953307,62822.33203125,664559,37.255071529218455,-108.77928604564659,-17.12566017949765,매도
2022-01-28,62903.8040230348,63392.6936916076,62414.91435446199,63229.73046875,564030,41.818200835725975,-140.85791066993988,-42.23395899823886,매도
2022-02-03,63311.208660943514,64044.543124197684,63229.727053915274,63474.171875,376786,37.254776627004794,-147.948898678158,-63.623552153457105,매도
2022-02-04,63474.17236453005,63963.06201046995,63392.6907568734,63718.6171875,217735,40.74062236994897,-135.48203244832985,-78.12903770222314,매도
2022-02-07,63555.65332776718,64126.02457558047,63229.7269004453,64044.54296875,364052,46.42845524696907,-102.3538441978817,-83.0100142514482,매도
2022-02-08,64044.54296875001,64044.54296875001,64044.54296875001,64044.54296875,0,49.05657134690496,-75.4479469695143,-81.48862006894305,관망
2022-02-09,64044.54296875001,64044.54296875001,64044.54296875001,64044.54296875,0,47.058718469819205,-53.660203161904064,-75.89652878307774,관망
2022-02-18,65022.332243966586,66163.07491491336,65022.332243966586,65837.1484375,358433,71.92976849102845,308.6285461767693,145.3236189404841,매도
2022-02-21,65837.1484375,65837.1484375,65837.1484375,65837.1484375,0,91.11094302476587,360.66195200936636,188.4254343306044,매도
2022-02-22,65837.1484375,65837.1484375,65837.1484375,65837.1484375,0,89.99984419513002,397.1655934780865,230.1999439011665,매도
2022-02-23,65837.1484375,65837.1484375,65837.1484375,65837.1484375,0,89.18903861103912,421.1233661350125,268.4040001058473,매도
2022-03-02,64696.40099945448,65429.73551959943,64696.40099945448,65348.25390625,238539,67.39121825549016,295.66214834237326,298.2177641470928,매도
2022-03-03,64859.36195973259,65511.21484375,64859.36195973259,65511.21484375,163444,61.538234603579276,297.9912905122401,298.1724618929942,매도
2022-03-04,65511.21484375,65511.21484375,65511.21484375,65511.21484375,0,55.88222023569489,296.3937251366733,297.81666724850976,매도
2022-03-11,65674.171875,65674.171875,65674.171875,65674.171875,0,59.99961648415041,303.4465972125836,303.8106856369882,매도
2022-03-18,65837.1365797546,66407.5078125,65755.65497507669,66407.5078125,348170,94.9989693044483,400.9733333349577,355.34354763061873,매도
2022-03-21,66407.5078125,66407.5078125,66407.5078125,66407.5078125,0,94.44324594975377,407.46099338453496,365.76718555253365,매도
2022-03-22,66000.09549689441,66000.09549689441,65511.20590062112,65592.6875,168297,60.71361920334209,344.07583748336765,361.4288664038525,매도
2022-03-23,65592.6875,66000.09549689441,65429.72430124223,65592.6875,372232,55.99962415458752,290.4968052171316,347.24232458117024,매도
