Date,open,high,low,close,volume,rsi,macd,signal,action
2022-01-21,20586.970787542974,20873.469386972003,20423.25730215496,20832.541015625,526702,78.84624208708293,118.17473229080133,95.37040272128439,매도
2022-01-24,20832.542842995474,20996.256342743964,20218.61721893863,20341.40234375,562063,64.06258271899142,89.82062860525912,94.2199706686775,매도
2022-01-25,20423.25896423969,20423.25896423969,19645.619845360823,19850.26171875,742264,53.33335454253346,37.38924553642937,82.52463109892598,매도
2022-01-26,19850.26171875,19850.26171875,19850.26171875,19850.26171875,0,52.05480168447586,-3.0609905301462277,65.01318404088498,매도
2022-01-27,20095.830552105126,20177.687295698222,19522.833346953452,19563.76171875,790335,40.845059062725795,-52.06554026266895,41.16788037740058,매도
2022-01-28,19850.262470860634,20300.474609375,19604.69221348916,20300.474609375,824052,54.02301120282242,-41.83346156628977,24.32487875399054,매도
2022-02-03,20546.041651072854,20791.61187000998,20423.256541604293,20505.11328125,745852,55.05616290647666,-20.103060856410593,15.335652104773642,매도
2022-02-21,21569.251953125,21569.251953125,21569.251953125,21569.251953125,0,70.94018976486792,262.37815962359673,227.0256781501487,매도
2022-02-24,21078.1119282045,21119.040300880628,20546.043083414872,20914.3984375,1227025,42.528732479810614,193.34064555137957,227.9509533171854,매도
2022-02-25,21200.895263205068,21487.393847842974,21037.18178626912,21405.537109375,1120746,47.91664595458188,183.2668802296539,219.01123759606315,매도
2022-02-28,21405.537109375,21405.537109375,21405.537109375,21405.537109375,0,47.91664595458188,173.2772016313429,209.86205513955278,매도
2022-03-07,21732.96666139812,21773.89503552505,21119.04104949422,21241.826171875,1091854,52.32557171703496,193.19590376208726,213.20301088055047,매도
2022-03-08,20791.61328125,21159.968634657973,20668.828163447342,20791.61328125,1082862,46.875,121.50809117796234,194.86246669908667,매도
2022-03-10,20791.61328125,20791.61328125,20791.61328125,20791.61328125,0,37.037037037037045,63.988756882903544,168.6859432539789,매도
2022-03-11,21814.82253708822,22756.175104354694,21692.037419618682,22674.318359375,2302760,58.8709624658596,163.7083850414274,167.69037740770816,매도
2022-03-24,22346.890581837015,22387.818952866022,22019.46361360497,22224.10546875,592054,53.50875210137501,319.0821776018747,323.2203032644813,매도
2022-03-25,22183.178444926874,22469.67705952925,22101.321697897623,22387.8203125,531816,55.0847361665266,304.1922651156201,319.4146733869719,매도
2022-03-28,22428.74872159091,22633.390589488637,22265.03522727273,22510.60546875,443636,64.76186364225123,298.71752254938474,315.27522386005523,매도
2022-03-29,22633.39123335041,22674.31960809426,22305.96423539959,22469.677734375,449954,71.57890876905867,287.793835197248,309.77892556340043,매도
2022-03-30,22633.39132854503,22878.961578040995,22469.67782888105,22838.033203125,736182,74.03842138904146,304.9959708706665,308.8223317616198,매도
2022-04-06,22838.033203125,23124.531827536965,22715.24807837702,22838.033203125,625380,46.29632738979474,323.9113597178548,320.30768776752177,관망
2022-04-07,22674.31889073989,22715.247264188878,22101.321662454044,22265.03515625,844011,47.16982491144729,265.898942027241,309.4259300812281,매도
2022-04-08,22469.677734375,22592.462858606556,22224.107485911885,22469.677734375,668228,50.87717535721193,233.63305168484294,294.26734488675294,매도
2022-04-11,22510.604830705535,22878.960182480718,22387.81971344714,22551.533203125,532116,54.38596784982632,212.17952800147395,277.8497732653158,매도
2022-04-12,22428.74872159091,22592.462215909094,22224.10685369318,22510.60546875,417868,50.90907513372581,189.70629277310218,260.22107008481464,매도
2022-04-13,22633.388671875,22674.31704198689,22346.890081091773,22633.388671875,327344,59.615372261688556,179.67880810786664,244.11261251236638,매도
2022-04-14,22715.246731864845,22878.960221824233,22510.604869415612,22674.318359375,517598,57.14284323015628,173.02264802765785,229.89461595983437,매도
2022-04-15,22797.10215232256,23001.74400288201,22551.53193165122,22633.388671875,773651,53.191437515039574,162.58475152582832,216.43264030406536,매도
2022-04-18,22633.38986883601,22797.103357941513,22224.10614607225,22305.962890625,607850,46.29626683916761,126.54489687694877,198.45508866042775,매도
2022-04-19,22428.748650045956,22428.748650045956,22224.10678280101,22265.03515625,494340,34.782586143400295,93.61497815523035,177.4870637991498,매도
2022-04-20,22265.03508364312,22346.891830274162,21937.60809711896,22019.46484375,586132,31.372547184906068,47.23072184724879,151.43579266525052,매도
2022-04-21,22183.178409352022,22469.677023494944,22101.321662454044,22265.03515625,445080,35.18518682169379,29.876435260361177,127.12391913600135,매도
2022-04-22,22060.39253804221,22183.17765420942,21896.679049819264,21937.607421875,481316,30.64515135888179,-10.098286877924693,99.67947608346434,매도
2022-04-25,21610.181640625,21814.82351222183,21487.396517666904,21610.181640625,483532,24.999982455660188,-67.34504714202194,66.27456963717809,매도
2022-04-26,21692.03838926373,21937.608635179924,21610.181640625,21610.181640625,563498,26.56247669892778,-111.4271050808893,30.7342331604997,매도
2022-04-27,21282.75339033019,21814.822225088443,21119.039902712262,21692.037109375,526211,36.53841741803749,-138.17927486647022,-3.0484696106925044,매도
2022-04-28,21692.03778489192,21937.608023966168,21610.181038533836,21773.89453125,419724,32.65300557357794,-151.04809635093625,-32.648395775905975,매도
2022-04-29,21855.750677763524,21978.535793930736,21651.10881748484,21937.607421875,351234,35.294090126506475,-146.3763352454771,-55.393984172169894,매도
2022-05-02,21896.678370786518,21937.606741573032,21692.036516853932,21855.75,210883,34.61533520055502,-147.56466265027848,-73.8281201934946,매도
2022-05-03,21814.822867438565,22019.464732986766,21651.109375,21651.109375,286060,27.777802325406697,-163.1083735248103,-91.68417111214902,매도
2022-05-04,21692.039678885456,21732.96805563807,21323.68428811193,21528.326171875,448338,25.0,-183.2050721513515,-109.98835152696991,매도
2022-05-06,21282.755911359316,21610.182925380228,21200.899157854088,21528.326171875,414454,25.454561229979006,-196.86168986671692,-127.36301935209502,매도
2022-05-10,20791.612686157227,21078.11128616333,20259.543857574463,20955.326171875,702684,22.950791457856454,-250.96041772422905,-152.0824992054168,매도
