Date,open,high,low,close,volume,rsi,macd,signal,action
2022-01-21,34431.00591726125,35083.54449094402,34200.69818537322,34968.390625,855764,64.32161369373202,147.64679842392798,170.4629346675098,매도
2022-01-24,34930.00246617813,34968.38708427283,33509.77159667418,34047.15625,1188282,57.39907817277415,73.43089218906971,150.348823811218,매도
2022-01-25,33548.15445548144,33778.462151972155,32703.692901682134,33087.5390625,1374645,50.41322453064648,-42.007091119507095,110.763410495974,매도
2022-01-26,33087.5390625,33087.5390625,33087.5390625,33087.5390625,0,49.57980893642531,-129.52334095694823,61.59897555089692,매도
2022-01-27,33740.07273065476,34392.61111111112,33164.30357142857,33855.2265625,1367166,52.56913053166935,-146.55399217104423,19.204674166845304,매도
2022-01-28,34047.15236545139,34738.07541232639,33931.998524305556,34546.15234375,1347468,48.275810641398266,-113.53757468413824,-7.731973609391951,매도
2022-02-03,34507.77314572882,34968.38858260173,34200.69618781355,34431.00390625,1147713,41.148349588310055,-94.22605165067944,-25.2325572094057,매도
2022-02-04,34699.69378396739,35390.616890285324,34469.38608186141,35313.84765625,959271,47.5982330930648,-19.767796563377487,-24.129430532454762,관망
2022-02-07,35697.6926097973,35851.231072635135,35160.307989864865,35505.76953125,1320184,47.136565456593,50.987524455624225,-8.994362443811218,관망
2022-02-16,38461.38818552371,38922.003612895256,37578.54194972826,38845.234375,1275056,75.93360803115306,864.490226483751,479.2214118536543,매도
2022-02-17,38922.001162929395,40610.92429031489,38768.462696803435,40227.078125,1910402,86.90476959682877,1033.0732325563222,590.1290730286198,매도
2022-02-18,39536.15028190979,40227.0732965451,39229.07338651631,39996.765625,1154769,84.88368698988809,1135.927837340052,699.3970396436134,매도
2022-02-21,39996.765625,39996.765625,39996.765625,39996.765625,0,83.61341771069398,1203.1521359506805,800.2279453788873,매도
2022-02-22,39996.765625,39996.765625,39996.765625,39996.765625,0,82.27269300030576,1241.7965797860961,888.5976832359473,매도
2022-02-23,39996.765625,39996.765625,39996.765625,39996.765625,0,83.41004856156016,1257.6827631388078,962.4521478790932,매도
2022-02-25,38154.31381275615,38154.31381275615,36158.313492571724,37463.390625,1726262,60.000023944936224,936.799017216741,980.7903545083973,매도
2022-02-28,37463.390625,37463.390625,37463.390625,37463.390625,0,60.000023944936224,791.2229343049548,942.8670250084775,매도
2022-03-02,36695.68921555436,36734.07382770452,35582.535463199674,35659.3046875,2250940,50.66223659225736,531.3946883141107,860.5554622268502,매도
2022-03-03,35889.62638475529,36427.011164847885,35736.087876157406,36273.47265625,893191,45.018529999673305,368.69988679901144,762.1679997200827,매도
2022-03-04,36273.47265625,36273.47265625,36273.47265625,36273.47265625,0,31.96358553570117,237.12488141724316,657.1454161636894,매도
2022-03-07,35352.226187396525,35390.610797806294,34661.303200020695,34776.45703125,1162143,29.914590874239963,16.680551344616106,529.0388205700102,매도
2022-03-08,33855.238845584085,34277.46971554035,33778.46959650113,34008.77734375,1225809,28.225923267797,-215.09881044291978,380.1986324445472,매도
2022-03-10,35006.76773001095,35390.61386740142,34546.152365142385,35045.15234375,1856122,30.739291907073834,-314.218252330058,241.30580293347126,매도
2022-03-11,34930.00499295113,35774.46665212137,34661.312646851504,35736.08203125,1159391,25.523082746689525,-334.83546487880085,126.07127540657238,매도
2022-03-14,35505.771926353715,36081.54120083513,35121.92574336611,35620.92578125,1420509,25.8475349162523,-356.06554122692614,29.63971189290587,매도
2022-03-15,35620.92578125,35620.92578125,35620.92578125,35620.92578125,0,25.8475349162523,-368.61485641547915,-50.01397729475033,매도
2022-03-16,37233.0861857786,37233.0861857786,36004.778187897246,36235.0859375,1037361,30.55566548774489,-326.450675380911,-105.30285814103753,매도
2022-03-17,36235.0859375,36235.0859375,36235.0859375,36235.0859375,0,30.55566548774489,-289.69521678656747,-142.18215230588578,매도
2022-03-18,36427.000895778794,36849.23167539267,35851.23165085079,36657.30859375,1727395,41.509445736517826,-224.6333870599192,-158.6726934577776,매도
2022-03-21,36503.77103935918,36695.69412579114,36081.54024920886,36388.6171875,571740,43.13724805497744,-192.11798229505803,-165.36184669601892,매도
2022-03-22,36657.311859764006,37194.69653624222,36388.619521524895,37002.7734375,633403,47.27272474961005,-116.3595631024873,-155.56127807460098,관망
2022-03-28,37117.92838673858,38115.92852950508,37117.92838673858,37808.8515625,872842,74.84285464670857,260.4912894650188,41.508067375235626,매도
2022-03-29,37962.38946228338,38115.92794342508,37348.23553771662,37655.3125,723910,83.21668219247687,283.42185998269997,89.8910069187966,매도
2022-03-30,37616.92611584107,37616.92611584107,36887.618364615584,37194.6953125,928572,71.87494285625695,261.82868779659475,124.2786460219023,매도
2022-04-05,37233.081873673036,37271.46649416136,35966.389397558385,36158.3125,1160428,49.218705278489786,113.52168781690852,162.46058250409706,매도
2022-04-06,35966.380758528714,36542.14992755532,35966.380758528714,36426.99609375,815062,51.85173459011117,55.84532144796685,141.13750937926173,매도
2022-04-07,36043.15354406451,36311.84584950482,35467.38431812099,35851.23046875,1212215,42.4460089290813,-35.57065779554978,105.7958482138991,매도
2022-04-08,35851.23531047735,35851.23531047735,35352.23524726942,35582.54296875,709408,42.44604000518349,-128.06950431488076,59.02274834819251,매도
2022-04-11,35620.91981382979,36081.53515625,35390.612142619684,36081.53515625,870253,41.1763473414592,-159.51589889223396,15.314996951467053,매도
2022-04-12,36004.76953125,36311.84645688966,35851.23106843017,36004.76953125,750297,28.695482883273527,-188.4202280994432,-25.432064428215767,매도
2022-04-13,36158.31668763242,36235.0859375,35697.70118842691,36235.0859375,682653,27.433441824525246,-190.6408959129767,-58.473841344385626,매도
2022-04-14,35851.235536093416,36427.00484341826,35851.235536093416,36158.3125,886722,28.97181150860453,-196.30034728890314,-86.03914962060794,매도
2022-04-15,36004.76953125,36273.4618411847,35697.69260561034,36004.76953125,767155,28.44015883078434,-210.68762641232752,-110.96885010669384,매도
2022-04-18,35659.30739343549,36043.15354406451,35582.53816330969,35851.23046875,382683,28.44015883078434,-231.7524840146143,-135.125580863279,매도
2022-04-19,36158.31780133929,36657.31794084822,35928.010044642855,36542.1640625,778218,42.60874413072835,-190.7124269462729,-146.2429515433725,매도
2022-04-20,36388.61627945026,37194.69322234948,36350.231663121725,36657.30859375,902902,42.60869334366928,-147.23362763568002,-146.44108678270007,매도
2022-04-21,36542.155632154005,36926.001804760665,36503.77101489334,36887.6171875,654972,47.00846225905525,-93.18159087041568,-135.78918670282238,관망
2022-04-26,36887.62669064153,36887.62669064153,36158.31877480159,36273.47265625,1155104,48.38725032376457,-40.10646528318466,-81.46255863936346,관망
2022-04-27,35505.76953125,35774.461841216216,35198.692605574324,35505.76953125,1115202,46.5116352454296,-117.39048971300508,-88.64814510205726,매도
